sxx,syy,szz,sxy,sxz,syz,smises
-1.563404226002029773e-02,-6.329174924498549570e-01,5.414805907725612766e-01,-9.708365843319623212e-02,-1.107887370937064297e-01,-2.961186264837806226e-02,1.050258040428161621e+00
-6.605852773804130051e-02,-5.500114001845771705e-01,6.296416776187926390e-01,-1.739319654794803036e-03,-6.229987692840643562e-03,1.290569967652023357e-02,1.027385234832763672e+00
-4.112062928220405755e-02,-5.496353263181640303e-01,5.514645567997181752e-01,-5.050430780915758991e-03,-7.585532836554223501e-02,1.886705909523046440e-02,9.641001820564270020e-01
-1.255750089213210352e-02,-7.816911091892582153e-01,6.784472867028644716e-01,-5.340540476880471787e-02,-5.730693186333128686e-02,-7.160470615948115458e-02,1.278405070304870605e+00
1.010090118239533735e-02,-5.553823330136938852e-01,4.662137767265303046e-01,-1.850021317706838919e-02,-1.991385945673905256e-01,2.588336951297483951e-02,9.527536630630493164e-01
4.665794597341348104e-02,-8.076383688278415685e-01,5.483841429724979344e-01,-5.475617663245821443e-02,-1.910751471867762064e-01,5.628671758323952612e-02,1.240242958068847656e+00
-4.041143071765757044e-03,-4.440277762426325103e-01,4.330394519859909197e-01,3.744334888543916773e-02,-5.087880976459295719e-04,4.164100310633102320e-02,7.657323479652404785e-01
-4.069917897910488302e-03,-4.258011410832774901e-01,4.196979975438089872e-01,2.457293983867294904e-02,1.088471818805438959e-02,3.916173788146314061e-02,7.368313670158386230e-01
-1.725186349154844700e-02,-4.185078116687844241e-01,4.374803762731542811e-01,5.889554945967941969e-03,1.312702431360274549e-02,1.420515552893472297e-02,7.426157593727111816e-01
-1.831524380365642801e-04,-4.306867607221165906e-01,4.130623731359325812e-01,3.807877724534450108e-04,5.245528463472833199e-03,-2.758936737011201228e-03,7.308315038681030273e-01
4.669209356997244820e-03,-4.321547414943479604e-01,4.113722429192655516e-01,-1.119451523090886705e-02,6.026436861471988829e-03,-1.052125105042304651e-02,7.312299013137817383e-01
1.230988050485353966e-02,-4.589077079396353676e-01,4.147559548665739060e-01,1.070029801386316454e-02,9.841332472580843760e-03,9.306125184794133282e-03,7.579857707023620605e-01
-1.157479792086954506e-03,-4.159088089740858307e-01,4.106747610893560774e-01,3.226875602580849293e-04,3.498860933050441935e-03,3.430780486631647332e-03,7.158944010734558105e-01
1.109504254711422833e-02,-4.189634544542561456e-01,4.214871755524137731e-01,-1.928528026846367330e-02,-3.986862348637698443e-03,-4.724395151624251506e-03,7.287626862525939941e-01
-5.284632038183297714e-03,-4.604376457364047770e-01,3.923678243426068635e-01,6.256063242487729624e-03,-2.119649461640785854e-02,5.797566087219844719e-03,7.401692867279052734e-01
1.149202634856651833e-02,-4.309270636284578959e-01,4.044436838897402242e-01,-3.191116592538095070e-02,1.683257955588732258e-02,2.268905798605129823e-03,7.265778779983520508e-01
-2.532094483517835504e-03,-3.981426302907205561e-01,4.179809809948170085e-01,-1.518777320478046505e-02,5.549079938727930622e-03,-2.115866935255600323e-02,7.083966135978698730e-01
1.080287195935507316e-02,-4.618296943637377749e-01,4.221187221223007269e-01,-4.416139731461544288e-02,2.239446367712182723e-02,5.662850176550071092e-03,7.709830999374389648e-01
8.381533955667992697e-03,-4.191444750261607011e-01,4.195832000178739141e-01,-2.077946478783331691e-02,-4.859190655829277814e-04,-3.578377691948515620e-03,7.273232936859130859e-01
3.566207512575997329e-03,-4.038561774450648567e-01,4.300088470122050976e-01,-3.139047556224921348e-02,2.352857434742150564e-03,1.950101436651772990e-02,7.250531911849975586e-01
1.736867578516915200e-02,-4.698826182762315673e-01,4.288552787451495041e-01,-2.425497288458795895e-03,-2.644052196685365511e-03,1.237522291099294640e-03,7.792789340019226074e-01
9.765985868818376214e-03,-4.438579229850185826e-01,4.317275468972547880e-01,-3.180580596058348725e-02,1.490141784401180849e-02,-2.828681409753841091e-03,7.608962059020996094e-01
1.182825914283020322e-02,-4.547145128934916292e-01,4.244197585519728921e-01,-6.247291108820868244e-02,1.898974409314897055e-02,5.245032938763678071e-02,7.755185365676879883e-01
4.274893792869945142e-03,-4.381587130546448772e-01,4.272419884479947694e-01,-1.234622411602856809e-02,-2.603544218496409070e-03,-1.177708723422351070e-03,7.498435378074645996e-01
1.012917731701803298e-02,-4.601295003772847281e-01,4.188714470749188568e-01,-1.340649324627111484e-02,9.558482975452278502e-04,2.631175531763943996e-03,7.622275352478027344e-01
5.430385815781015035e-03,-4.056664143554195578e-01,4.211836536325286318e-01,-3.339832788153506565e-02,-1.714921193648448819e-02,2.291762329240353349e-02,7.201184034347534180e-01
7.019436029830447565e-03,-4.393162980803496653e-01,4.125492980366775586e-01,-1.168618299532406431e-02,1.507490825170126891e-03,1.309429995995874813e-02,7.386497259140014648e-01
6.455022389894669865e-03,-4.209786228345177017e-01,4.052071420686150227e-01,-2.057935714424104223e-02,1.448971613780112742e-03,2.232852943576959029e-02,7.175760269165039062e-01
1.318426420242130304e-03,-4.188676004211348003e-01,4.274440253575231274e-01,-2.110879685199530328e-02,-1.045074514814189220e-04,1.285050455845742658e-02,7.341822385787963867e-01
-1.189274939338080123e-03,-4.624304192158144033e-01,3.722488768848017937e-01,4.567779017783221620e-04,5.903790023346064397e-02,9.786981947692705713e-03,7.315660715103149414e-01
3.424416599996531196e-03,-4.734573949895131140e-01,3.288617936312766554e-01,1.975361361808613062e-02,1.103054767836806060e-01,-1.066996074410953878e-02,7.256273031234741211e-01
-2.563620561058607694e-02,-4.865578037895054719e-01,4.316909020770213212e-01,-4.332431523542918522e-03,7.351273110260712895e-02,-2.470001301128516968e-03,8.054040670394897461e-01
2.045795631620178287e-02,-4.683709058595627583e-01,4.465065084456734112e-01,-1.053330630922442827e-02,-2.257387250457533641e-03,4.413000744137211308e-03,7.931849956512451172e-01
-1.888357743391930188e-02,-4.815416434736509710e-01,4.544190541367557623e-01,-7.084661596994803546e-04,1.517905782144046353e-02,1.305562908014739482e-03,8.110135793685913086e-01
-2.767629549356616370e-02,-4.889426016962770127e-01,4.352594823210199637e-01,-6.698455714639376182e-03,7.803840643360990259e-02,3.217862706367165433e-03,8.118180036544799805e-01
1.681221919305575518e-02,-4.943328511325805752e-01,3.244062050377725104e-01,8.201518737599855632e-04,1.206844345944267094e-01,-1.354781024364952111e-02,7.465623617172241211e-01
-1.157594601912343563e-02,-5.296563924817905278e-01,4.511167213534118536e-01,-6.007608684997536560e-04,4.349594553624212823e-02,-1.915844549516916226e-03,8.531656861305236816e-01
5.597128565757954199e-03,-4.966084931740762376e-01,3.771124581159309153e-01,-1.394893518214237928e-03,1.176597953485935544e-01,-4.059745909009949798e-03,7.863828539848327637e-01
1.086031920979010218e-02,-4.501433257388589015e-01,4.052341788061400440e-01,-3.069306639286943205e-04,1.110109293417822123e-03,-5.092546215590987649e-03,7.415825724601745605e-01
1.147702169973578712e-02,-4.712255688272511955e-01,4.179006902151692904e-01,1.575705110058778658e-03,5.548244327232947906e-04,4.462951648384957427e-03,7.709940671920776367e-01
1.668514176927034937e-02,-4.714216805600926485e-01,3.869917897850402300e-01,3.818039331603896754e-03,-1.988505879717978372e-03,1.524421209324225077e-02,7.462421059608459473e-01
3.809373941532384622e-03,-4.838692767739929401e-01,4.889802328183725511e-01,3.169494182876764210e-02,-1.950869598372257860e-02,-4.449722961958470918e-03,8.450109958648681641e-01
8.323320838391964904e-02,-4.506328828250636409e-01,1.675104541965632132e-01,-9.339579992719140378e-04,4.709511750501967769e-02,9.802399094669704202e-03,5.865604281425476074e-01
1.126181923420659092e-02,-4.812742348995472375e-01,5.267907623539183071e-01,8.020749215593039882e-02,-3.360090794104117137e-03,-7.241177111871395511e-03,8.841772079467773438e-01
-5.887696974049824727e-03,-4.679132439476634819e-01,4.162870993025958866e-01,1.051334391003647117e-03,1.363949220434770414e-03,-4.592269358617686280e-03,7.660462856292724609e-01
-6.069462445680592899e-02,-4.716190313298160852e-01,6.554254959548773130e-01,8.725141683857852437e-02,-5.563896101322735044e-02,-2.557629284327998104e-02,1.005010485649108887e+00
-3.243569519160796610e-02,-4.200887219732784006e-01,5.008722560968383863e-01,9.915810449868180110e-02,-6.460567673882541828e-02,-4.476595449567950108e-02,8.303380608558654785e-01
-4.781481645220980736e-02,-2.921492679308106410e-01,4.192417764683691317e-01,9.318415011481171947e-03,-2.848288239638084585e-03,5.365734819231621211e-02,6.331519484519958496e-01
-2.198563693117101814e-02,-3.780522655851292768e-01,4.063812432054506596e-01,4.369793438910708847e-05,-8.848650581265438131e-03,5.079252082676424807e-02,6.861365437507629395e-01
-1.199253880207955258e-02,-4.197591577236803317e-01,4.239333753538663263e-01,-2.378114120366944112e-02,6.153684573403952335e-03,2.722337430560787044e-02,7.335493564605712891e-01
-2.586627954275189101e-02,-3.154501527584244180e-01,4.060605165448892828e-01,-3.740050102638900476e-02,-3.231358914887679651e-03,3.580586721881851703e-02,6.352735757827758789e-01
-2.260556724708251419e-02,-3.606134723247609863e-01,4.252027759054817224e-01,-3.533986300462357844e-02,-4.995127249732835353e-03,3.866024806453831342e-02,6.888031959533691406e-01
-2.015147759323487886e-02,-3.719398987201494866e-01,4.170268589199188081e-01,-3.674785918682819952e-02,-5.368615171175350996e-03,2.436172226718696585e-02,6.889066696166992188e-01
-1.770615486946516826e-02,-3.911140683371235882e-01,4.089476238783129602e-01,7.978526994644782877e-03,-5.313743386133854170e-03,4.932689384936201488e-02,6.988260746002197266e-01
2.013004780180590453e-02,-4.672839195339973939e-01,3.677000878240503368e-01,-3.837908739193574524e-03,1.740613183337549191e-02,2.026776831388948930e-02,7.279925942420959473e-01
2.332677102075605968e-02,-4.579291189752451308e-01,3.724464698418799569e-01,2.345704608804806152e-03,1.285268475644102404e-02,4.763048478333598186e-03,7.225564718246459961e-01
2.253576369513556055e-02,-4.774706974090422440e-01,3.970167471025540795e-01,4.915660570706042835e-03,1.411522414581066129e-02,-2.136149484733041934e-02,7.612650990486145020e-01
3.644286421587725200e-02,-4.494568793507396354e-01,2.844278988310297018e-01,-1.074887717984418511e-02,2.420423978197028259e-02,-4.558694037197078691e-02,6.530157923698425293e-01
-4.847280003131818060e-02,-2.497517025340915131e-01,4.020585275950513959e-01,-3.400948146484066015e-02,7.903808593319855066e-03,4.888025828135736904e-03,5.812943577766418457e-01
1.882376235944146353e-02,-4.819431595606157859e-01,3.884186312443919653e-01,6.825765550932637316e-04,1.762990100237534288e-02,-2.910086678615649014e-03,7.572370767593383789e-01
3.888863538390238683e-02,-4.884473248277231838e-01,2.953094118422805447e-01,1.167772700856207352e-04,6.195058591809389503e-02,-4.967231931712964149e-02,7.056701779365539551e-01
-1.588820747539146372e-03,-4.704527057552590485e-01,4.266401912798184481e-01,3.796032171649262477e-03,3.210560771943530428e-02,3.868362478258582232e-03,7.792143225669860840e-01
-1.704137385753824729e-02,-3.638300187061458413e-01,4.237266630049832394e-01,-1.696399205054964499e-02,1.720480954341342423e-03,-1.008295613697148506e-02,6.845212578773498535e-01
6.842821670904587761e-03,-4.710371655072229657e-01,4.056977464678203082e-01,-6.233759042471372080e-03,1.834708125943050952e-02,-4.659663901704167582e-03,7.610853314399719238e-01
1.256532293360318464e-02,-4.714874277923631896e-01,3.681112876245157262e-01,2.336131602545246655e-02,5.629309655774245025e-02,-8.381066423297327261e-03,7.376840114593505859e-01
4.469623413711543147e-03,-4.356876010784918041e-01,4.177491993549414806e-01,-9.331934814858536612e-03,2.529226921534968430e-03,-1.443659147451468311e-02,7.398324608802795410e-01
1.316620160663475869e-02,-4.747979062692254670e-01,4.242306387120395872e-01,2.790552093452096719e-02,2.034862599252275361e-02,-8.362018348187895758e-03,7.819563746452331543e-01
5.877334080246883474e-03,-4.690166004454726645e-01,4.113981947995025701e-01,-9.675231991766007275e-03,1.683977576901971376e-02,9.192428943906214359e-03,7.641569972038269043e-01
1.291039986253748884e-02,-4.750840285036422861e-01,3.950161520057164921e-01,1.673733351399124547e-02,4.107842381644326996e-02,2.304761602294226261e-02,7.603322863578796387e-01
-3.211212889761408396e-03,-4.332023996763726958e-01,5.207318815565741277e-01,-5.826576035127601499e-02,-4.694069497204852309e-03,-1.088575434426528390e-02,8.338500857353210449e-01
1.655994536305421816e-02,-4.355696850648916318e-01,4.547991529462738214e-01,-6.144175247431891279e-02,-1.894898529881976559e-02,-2.937050027613063389e-03,7.791303396224975586e-01
9.261645923415488812e-03,-4.744818115657500335e-01,4.309506163519747357e-01,-1.992665932044206806e-03,-2.655004446682835122e-03,4.845360322235452676e-04,7.847626209259033203e-01
2.331526965820068797e-02,-4.119233442442521431e-01,4.312587127194855152e-01,-6.274659828659188976e-02,5.980090729586736917e-03,-1.874462589494994402e-03,7.384663224220275879e-01
2.685566033434938493e-02,-4.182947312747724022e-01,4.178180879764752387e-01,-5.827992040534206442e-02,2.869732657993204466e-03,1.144947243388677940e-02,7.318846583366394043e-01
2.805050243622667430e-02,-4.148703799060777797e-01,4.185924829345866738e-01,-4.709302912917623374e-02,-1.432519418073513462e-03,-1.856514942964359021e-03,7.268775105476379395e-01
2.654616202479469916e-02,-4.137927984301491557e-01,4.275732002317588210e-01,-4.752051711945784462e-02,-1.559684218151681165e-03,2.974219579045729936e-03,7.335647940635681152e-01
3.338289878495789148e-02,-4.902965159964075004e-01,4.437527569353212353e-01,-3.344360574098920874e-02,-6.895224303473344038e-04,-1.168327622225132350e-03,8.129616975784301758e-01
1.961484853150911173e-02,-4.365243966114487617e-01,4.514850880759351259e-01,-3.259893825514231791e-02,7.434522645477939159e-03,-2.668539371330498622e-02,7.726953625679016113e-01
2.855495533555591631e-02,-4.850272638589742669e-01,3.601192010374783536e-01,-8.685092040480776876e-03,2.153086342838805844e-02,3.782234182318459925e-02,7.415494918823242188e-01
1.289844290542471045e-02,-4.557921408590387968e-01,3.833719818213878749e-01,1.613759730658449092e-03,1.098893302054095196e-02,-1.431867401392662622e-04,7.286488413810729980e-01
1.463110989409350041e-02,-4.465796300414109354e-01,3.835934066538297382e-01,-4.568398583674577844e-03,4.658971641464153962e-03,8.462682816836052807e-03,7.206667065620422363e-01
-8.258821791542678148e-04,-3.989978296350377707e-01,3.810171406118899040e-01,2.887703446137808438e-02,2.426125170639069351e-02,2.450592314393123389e-02,6.800391674041748047e-01
1.841393517598157586e-02,-4.563554398230101894e-01,3.881634145297795380e-01,-1.976473229829368503e-03,8.719711050135916033e-03,1.464464997549495481e-02,7.338593602180480957e-01
3.537478250786506295e-03,-4.615351558516548880e-01,4.286071666904402999e-01,1.543358775277696741e-03,-1.036130702780070460e-02,-8.583465733625826946e-03,7.715020179748535156e-01
-5.381423134921195506e-03,-4.621349904521598329e-01,4.066854973497634473e-01,1.407805934706615096e-03,4.104295490535740491e-03,-4.300245210415581942e-03,7.528266310691833496e-01
-2.182840645480313424e-03,-4.370304695513085869e-01,4.172316928013747317e-01,1.641896383237176696e-02,-4.179285524595076178e-03,-2.634092142545813725e-02,7.418389916419982910e-01
4.283497013888733218e-02,-4.732194119676447208e-01,2.721572029677858384e-01,-2.570395849845828751e-03,-8.772896577690622588e-02,-1.788742284727099169e-03,6.784998774528503418e-01
5.862130733466222599e-02,-5.035829769194349881e-01,2.524877524937413353e-01,1.711073460224266096e-02,-7.809781814378770337e-02,6.317527817103794907e-02,7.027089595794677734e-01
4.100292809406988481e-02,-4.723795345591623174e-01,3.099758822806610858e-01,7.980099687438194089e-03,-5.515011722801524408e-02,2.416530456012634838e-03,6.952173709869384766e-01
1.071368487680894599e-02,-4.758521785944149762e-01,4.334438193785790094e-01,-1.592094918289742485e-03,-7.405719381081549407e-04,7.672365757824743497e-04,7.881270051002502441e-01
2.343703487320197842e-02,-4.697671513919878250e-01,3.128119068020071558e-01,1.089228996228256210e-02,-5.078449446850880067e-02,2.222465262285717308e-03,6.912431120872497559e-01
1.827315393902281815e-02,-4.542061647688803716e-01,3.092209437307650854e-01,1.338526002953728880e-02,-5.698941396735669740e-02,3.263153814676569842e-02,6.773695349693298340e-01
5.598713389204622304e-02,-4.599957929846760218e-01,2.169852621550138472e-01,9.340599673221559873e-03,-8.407430532908778675e-02,4.767675500451190596e-02,6.352302432060241699e-01
3.012526729953576843e-02,-4.605004762709653532e-01,2.733586147528236365e-01,-2.550773045370492622e-03,1.003419704196960860e-01,-2.328506377261706575e-02,6.716131567955017090e-01
-5.515498557826251091e-03,-4.734811090064892092e-01,3.357137887821062816e-01,8.677225594136018377e-03,1.123093111381578413e-01,-2.236421631946748645e-02,7.312176823616027832e-01
4.720066383205451938e-03,-5.061045782465578569e-01,4.329169456956062367e-01,6.959118657085771025e-04,3.904007189526668975e-02,-1.456177530328780709e-02,8.174581527709960938e-01
1.803788261073960286e-02,-4.731774502901071600e-01,3.560350577742985023e-01,9.758671558896880177e-03,5.448647042474163982e-02,-2.114495998038058711e-02,7.294500470161437988e-01
-6.915920019050669776e-03,-4.703730138363066970e-01,4.041013324642360738e-01,-1.632621989653771808e-03,5.842585504539136998e-02,6.880958412000907735e-03,7.645961642265319824e-01
1.963547880247768634e-02,-4.718991999415292904e-01,4.112647230896863126e-01,1.540963751229814912e-03,-4.979206251847207061e-03,8.918013179343393460e-04,7.665266394615173340e-01
4.509577568074331355e-03,-4.705906787163986471e-01,4.243352699270404038e-01,-3.638539812024032313e-03,-5.188976178174207468e-04,-4.104235297478352196e-03,7.755799293518066406e-01
4.496132292964676730e-03,-4.693647579359252475e-01,4.142943019171888563e-01,-4.833201417815361813e-03,9.058482545498399569e-03,1.268016107222333898e-02,7.664623856544494629e-01
