sxx,syy,szz,sxy,sxz,syz,smises
-2.311580418894119970e-01,-5.563340720991138966e-01,-4.901796832900819911e-01,-3.629486852802497887e-02,6.829620870149136214e-02,-9.973173174260382273e-03,3.268753588199615479e-01
-2.080573391094555358e-01,-4.939889372406750523e-01,-5.246404432714669719e-01,-2.865297486263369570e-03,2.655765894818820291e-02,3.367195177223064693e-03,3.059986829757690430e-01
-2.956680283823530653e-01,-5.178121781616028541e-01,-5.204263739200336580e-01,2.143622273897899562e-03,3.137532135286637269e-02,2.835813404505538402e-03,2.300581037998199463e-01
-2.827365735760518084e-01,-7.246716931135124273e-01,-6.414523020282731913e-01,-3.785234733227735987e-02,6.559265278026350787e-02,4.049331022533352725e-02,4.331042170524597168e-01
-2.195429711733565548e-01,-4.711547577776589724e-01,-4.209015608962490829e-01,-9.484013923681963720e-03,1.086691302045101060e-01,-2.518065520134574187e-02,3.013114035129547119e-01
-3.117137550895385800e-01,-7.411381390510088929e-01,-5.740760105256137447e-01,-2.472395717155625745e-03,1.244401974007220135e-01,-6.059627418560219886e-02,4.450445473194122314e-01
-3.198280832953688257e-01,-4.380127437837658122e-01,-4.635667648682759712e-01,2.529339597523479199e-02,1.832091798972165786e-02,2.623618300186815119e-02,1.504392325878143311e-01
-3.080307929545932355e-01,-4.123724077727327075e-01,-4.402408404013101184e-01,1.871195409799417467e-02,1.150336801254255546e-02,3.387093874366644414e-02,1.395018845796585083e-01
-3.275363615924396510e-01,-4.186552126171689814e-01,-4.541460362390337124e-01,5.478294116367192663e-03,6.361833071329734551e-03,1.533958215097780409e-02,1.171046048402786255e-01
-3.116104468559713903e-01,-4.031296166432734585e-01,-4.088466813204361117e-01,6.728806631565550228e-03,6.416377174029687380e-03,2.553090589106239358e-02,1.055769175291061401e-01
-3.022422302452623111e-01,-4.014375124009650908e-01,-4.117404444041797840e-01,5.258738837634795507e-03,5.014009812116299383e-03,2.421744240427960854e-02,1.135151684284210205e-01
