fx,fy,fz
1.074028045269805079e+04,4.588065463454995552e-01,1.912244526210251649e-01
1.555054614339056229e+00,1.073640259473036349e+04,-4.639207724243448183e-01
7.963026691693855241e-01,1.385973593926735248e+00,-4.559894550066649572e+03
-1.074028045271521296e+04,1.943300694248364380e-01,4.721312400610351290e-01
6.747371038417711020e-01,-1.073640259477019754e+04,-8.146703914472297470e-02
1.169208861965273627e+00,-3.246434466112688710e-01,4.559894550074726794e+03
