fx,fy,fz
-2.300786028182259179e+04,-8.512042298292215037e-01,-4.265847200351231550e-01
1.923809355829945389e+00,3.192170194988745789e+04,-2.473600996104494243e+00
-5.479027225311483562e-01,4.134551072589374598e+00,-2.300882233087919303e+04
2.300786026896536350e+04,3.653057830945442674e+00,2.464795557099535017e-01
-2.214236136282494272e+00,-3.192170194941688169e+04,3.241549289869283257e-01
1.000124763203530165e+00,3.509448124647178702e-01,2.300882232418386775e+04
