fx,fy,fz
-2.027330543841176768e+04,-5.459214096474752864e+00,1.988227202645305169e-01
-4.366626653403898217e+00,-2.026487340328333448e+04,1.611609944191854993e+00
-2.023217167621112367e+00,3.576289207756389033e-01,-2.027374108942648672e+04
2.027330538198567228e+04,-4.717198758078637866e-01,-1.301329751932684076e+00
-5.144378017629094302e-01,2.026487339262938622e+04,7.667273963865000042e-01
3.045287896013064710e-01,-2.446907206946576707e+00,2.027374109438123196e+04
