fx,fy,fz
-4.900212567160239985e+01,-2.448012105218355572e+01,1.922106360934179037e+01
-2.435380416665357117e+01,4.865774110676904485e+01,3.813423442279622577e+01
-4.904290481267313595e+01,2.423226024162036651e+01,-3.810809668089558500e+01
-2.442354636230494691e+01,-4.905474582223947522e+01,-1.916873261155705066e+01
4.887967718944952367e+01,2.439405138669446416e+01,1.907966817481651844e+01
2.438040472838202533e+01,4.888116489939196896e+01,-1.899097115055597129e+01
4.885151289596748825e+01,-2.432194175280774573e+01,-3.834383148708032252e+01
2.424724997181954578e+01,-4.874716945617056041e+01,3.794883834258990873e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.299083113529690081e+01,0.000000000000000000e+00,5.720941130581288547e+01
-7.227997250094813353e+01,0.000000000000000000e+00,5.657189448705069168e+01
-7.173831058102700808e+01,0.000000000000000000e+00,5.636799988846914999e+01
-7.183141756318119064e+01,0.000000000000000000e+00,5.665522359840586830e+01
-7.215465768925459145e+01,0.000000000000000000e+00,5.612421238944765634e+01
-7.259552607730253726e+01,0.000000000000000000e+00,5.608858877405033638e+01
-7.221372804320932914e+01,0.000000000000000000e+00,5.583223721490448099e+01
-7.298966146319432369e+01,0.000000000000000000e+00,5.719243121761890336e+01
-7.330681451752147382e+01,0.000000000000000000e+00,5.712087591625727612e+01
-7.299148249560980162e+01,7.268962222834365150e+01,0.000000000000000000e+00
-7.228454737949709852e+01,7.191502926465886958e+01,0.000000000000000000e+00
-7.169004295283767192e+01,7.091194819505622604e+01,0.000000000000000000e+00
-7.056101904791354684e+01,7.038222489913479762e+01,0.000000000000000000e+00
-7.043113317319753719e+01,7.061285538889251256e+01,0.000000000000000000e+00
-7.091508453961095881e+01,7.110458271538404063e+01,0.000000000000000000e+00
-7.095501122261225646e+01,7.152603500534675618e+01,0.000000000000000000e+00
-7.227665693813420944e+01,7.237829740494652242e+01,0.000000000000000000e+00
-7.295743554502674044e+01,7.293098679350362090e+01,0.000000000000000000e+00
-7.321139487948197200e+01,0.000000000000000000e+00,-5.707765322203908909e+01
-7.296434662874037258e+01,0.000000000000000000e+00,-5.695826594084658012e+01
-7.262754003531297542e+01,0.000000000000000000e+00,-5.643102335137830750e+01
-7.232451314590458935e+01,0.000000000000000000e+00,-5.576442589467004751e+01
-7.221676951818540147e+01,0.000000000000000000e+00,-5.641745141039700684e+01
-7.227974846746781168e+01,0.000000000000000000e+00,-5.646743424243119591e+01
-7.233490785925752675e+01,0.000000000000000000e+00,-5.644258886257152596e+01
-7.283497402718921876e+01,0.000000000000000000e+00,-5.671085827589475059e+01
-7.322831630107469891e+01,0.000000000000000000e+00,-5.692623702973024535e+01
-7.332921171519414827e+01,-7.313296088674869111e+01,0.000000000000000000e+00
-7.251198055944658449e+01,-7.210875495955693282e+01,0.000000000000000000e+00
-7.175085551964382091e+01,-7.131431687132908337e+01,0.000000000000000000e+00
-7.124282483285428214e+01,-7.045323964560679997e+01,0.000000000000000000e+00
-7.065864433224125207e+01,-7.102196803343521481e+01,0.000000000000000000e+00
-7.075572933436399126e+01,-7.113962685325137159e+01,0.000000000000000000e+00
-7.140104078610301030e+01,-7.232804057483321003e+01,0.000000000000000000e+00
-7.237710775125120222e+01,-7.290161750092858028e+01,0.000000000000000000e+00
-7.292098431044571782e+01,-7.325813964886415874e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.297958023020912321e+01,5.699809544603235878e+01
0.000000000000000000e+00,7.233261572868127587e+01,5.679223165360976822e+01
0.000000000000000000e+00,7.269816755045000889e+01,5.643874972948138691e+01
0.000000000000000000e+00,7.250882097433344597e+01,5.654489664937503335e+01
0.000000000000000000e+00,7.150280925642898922e+01,5.588898438464995166e+01
0.000000000000000000e+00,7.226003514112730386e+01,5.600937439309348065e+01
0.000000000000000000e+00,7.227411093960326127e+01,5.626873997285417772e+01
0.000000000000000000e+00,7.272560916279901733e+01,5.635896539239455905e+01
0.000000000000000000e+00,7.280676594980333505e+01,5.668318349190928984e+01
7.261351575132944447e+01,7.304421645921300410e+01,0.000000000000000000e+00
7.177562110415880170e+01,7.276527839090992700e+01,0.000000000000000000e+00
7.056868570969153609e+01,7.086183654152493716e+01,0.000000000000000000e+00
7.160017950394404807e+01,7.145069309419174886e+01,0.000000000000000000e+00
7.083938886984550720e+01,7.073393671801916582e+01,0.000000000000000000e+00
7.108328958651209462e+01,7.096967970652391955e+01,0.000000000000000000e+00
7.104920432749582915e+01,7.127649320435945413e+01,0.000000000000000000e+00
7.258320912380595757e+01,7.182183396367079808e+01,0.000000000000000000e+00
7.269381822127064652e+01,7.254277871484990214e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.279446695449760796e+01,-5.674941114681652010e+01
0.000000000000000000e+00,7.263205312017285564e+01,-5.676989439302135310e+01
0.000000000000000000e+00,7.210350474482363836e+01,-5.622166460599910209e+01
0.000000000000000000e+00,7.235886683372622485e+01,-5.637379972875957179e+01
0.000000000000000000e+00,7.216580447900579998e+01,-5.645217118432495340e+01
0.000000000000000000e+00,7.248763599543165981e+01,-5.601153795054771933e+01
0.000000000000000000e+00,7.230857187695998789e+01,-5.578827646441600052e+01
0.000000000000000000e+00,7.232482927827432206e+01,-5.607819952268982888e+01
0.000000000000000000e+00,7.337564599028870305e+01,-5.697968496445997744e+01
0.000000000000000000e+00,-7.306012133193597435e+01,-5.677377159553221020e+01
0.000000000000000000e+00,-7.252058015581854988e+01,-5.616004829602711368e+01
0.000000000000000000e+00,-7.219185997124840526e+01,-5.523107584444247209e+01
0.000000000000000000e+00,-7.187076497436001432e+01,-5.610117733238611493e+01
0.000000000000000000e+00,-7.232942740197717058e+01,-5.587739152559979772e+01
0.000000000000000000e+00,-7.199067924914776029e+01,-5.630796765146864402e+01
0.000000000000000000e+00,-7.216994038194769701e+01,-5.625321748790338461e+01
0.000000000000000000e+00,-7.313992789388250060e+01,-5.688145173596320348e+01
0.000000000000000000e+00,-7.305891115230436128e+01,-5.706082124485861584e+01
7.292407566147679177e+01,0.000000000000000000e+00,-5.703249164224628487e+01
7.255364689779122500e+01,0.000000000000000000e+00,-5.680407849375040996e+01
7.248161905711737063e+01,0.000000000000000000e+00,-5.592459447732568378e+01
7.237330540324261108e+01,0.000000000000000000e+00,-5.645294328157429931e+01
7.218246123102456124e+01,0.000000000000000000e+00,-5.616540238306505017e+01
