sxx,syy,szz,sxy,sxz,syz,smises
2.615310973288170193e-01,8.681678676846017462e-01,2.246836989057199307e-02,9.845106988538705750e-02,-3.265996518982951236e-02,4.250608091681172540e-02,7.796676158905029297e-01
2.395268333018989448e-01,8.229754766211274664e-01,-5.006479486881859620e-02,1.475979788524158301e-02,-8.892968666719719417e-02,-7.401662582509878699e-03,7.859903573989868164e-01
3.473478177889077756e-01,8.108128213511220928e-01,1.277491568377747688e-02,6.468451390956775696e-03,-2.414124821053614811e-02,-1.192972854952694534e-02,6.957747936248779297e-01
2.469474500393273875e-01,9.910777143239286602e-01,-4.257504244284099348e-02,7.327791387387812272e-02,-6.051029862175858615e-02,4.476915895423579095e-02,9.413298368453979492e-01
3.609991454588903914e-01,7.941555951362346821e-01,1.487270270435414599e-02,3.885800035258424323e-02,-5.416446332988294338e-02,-9.661886181531650344e-04,6.860677003860473633e-01
3.426768769260147285e-01,9.884666028207798050e-01,7.969785050727484776e-03,2.723789528479872435e-02,-6.625452165184382569e-02,-2.623530882618239132e-03,8.721461892127990723e-01
7.039335177452425985e-01,6.249646313554670929e-01,-7.700973794110721471e-03,-3.981509050115948634e-02,-1.782246290842983208e-02,-4.566272715746156480e-02,6.844170093536376953e-01
6.789824829780540805e-01,6.200032044708304602e-01,-2.270119205679432817e-03,-2.778593178896108726e-02,-1.848223008446698776e-02,-4.258278400893657917e-02,6.604428291320800781e-01
6.989553020712881981e-01,6.107266787798739660e-01,-8.141308773080724315e-03,-6.793440126609115101e-03,-1.139593039796560868e-02,-1.720355535541471387e-02,6.684307456016540527e-01
6.999653223830708537e-01,6.217895683804453011e-01,-8.446080431182556580e-03,-7.576231164388269601e-03,-3.121665490847795599e-03,-1.351709618799800360e-02,6.732957363128662109e-01
6.790175984873558779e-01,6.220928230081685939e-01,-9.139641213743610049e-03,-6.034473444797533274e-04,-8.762437963918337167e-03,-8.986372056705523373e-03,6.618922352790832520e-01
6.716380764467838604e-01,6.429317244354399996e-01,-7.529922293352753204e-03,-1.168778523637093933e-02,-9.175238175688171099e-03,-1.450792681230233562e-02,6.662511229515075684e-01
6.725644226622540245e-01,6.084669773578783580e-01,-8.365908593510829050e-03,-3.893465982565881556e-03,-7.858782564881644853e-03,-9.553699489683124477e-03,6.516389250755310059e-01
6.354720914137836907e-01,5.939233738487241787e-01,2.558495993774334565e-03,3.577894453571039274e-02,1.629193667936703824e-02,-1.406809460865491614e-02,6.174460053443908691e-01
6.634076030965070370e-01,6.715115062224839004e-01,-4.006189286512085168e-03,-3.510363357289019836e-03,1.403433706132256337e-03,-9.912238823283361054e-04,6.715365648269653320e-01
6.260039678855403578e-01,6.230550787175519467e-01,-1.127037419954740605e-02,5.450279766826552491e-02,2.290181841339633192e-02,-3.551683479455987336e-02,6.469293236732482910e-01
6.542173187539340740e-01,5.857490763467967376e-01,-1.072187217128051095e-02,4.256226766680031720e-02,1.784452185898718207e-02,-1.180328024732130165e-02,6.388369798660278320e-01
6.109572673730648829e-01,6.495735749832026729e-01,-5.387528850985756623e-03,4.936474911422918804e-02,1.817367308515444729e-02,-2.518187198560044304e-02,6.444974541664123535e-01
6.310221495934542624e-01,5.983143408872331204e-01,2.784838015842450165e-03,3.693196606300220425e-02,1.898089652867093399e-02,-1.770312102184701253e-02,6.175083518028259277e-01
6.843639005092516658e-01,5.774976031466494408e-01,-2.403045995045371974e-03,9.070931667092914374e-02,5.081316294295257219e-02,-4.770950268367207814e-02,6.700268983840942383e-01
6.341019058382164619e-01,6.399960744927376544e-01,-5.799346353753564998e-03,3.369332631972019043e-03,3.858399660378458718e-03,-5.957699655958749452e-03,6.430126428604125977e-01
6.262226577575321640e-01,6.307594504315916506e-01,1.812415655523758051e-03,5.362634821875898739e-02,2.195893562345974798e-02,-2.541567557094762814e-02,6.362022757530212402e-01
5.565932049531508996e-01,6.459456601855441127e-01,-3.274395925027206999e-03,7.042278828866273266e-02,8.321643714839094264e-02,-7.289849386187992331e-02,6.504281163215637207e-01
6.473698210234535289e-01,6.170672333134700205e-01,6.439002062327670028e-03,2.155593027892537678e-02,1.201500797758401837e-02,-1.276531647275044694e-02,6.281756162643432617e-01
6.729843330186106032e-01,6.482074490490007390e-01,-5.109475497845072933e-03,2.233263264374770254e-02,1.347692891858293628e-02,-2.142198621175012141e-02,6.686118841171264648e-01
6.357377249966834620e-01,5.875334057299738122e-01,-1.068693667728326524e-02,5.373275614902833786e-02,3.902538756571349160e-02,-3.746391026814557129e-02,6.375494003295898438e-01
6.481841879857879185e-01,6.185645952591833918e-01,-8.312499549361085371e-03,2.027339575594794274e-02,1.659639969430634285e-02,-2.404078736738078301e-02,6.451459527015686035e-01
6.723749342020940434e-01,6.085150673032386770e-01,-5.860424031182476234e-03,2.676190482756136274e-02,1.348480756213654014e-02,-3.164345890539937978e-02,6.530446410179138184e-01
6.799807461081556204e-01,6.080170593902400888e-01,-6.035602738888645735e-03,2.378629386001838986e-02,2.735018664553774681e-02,-3.033517785360748467e-02,6.581269502639770508e-01
6.500799714669677209e-01,6.856367371819171996e-01,4.733644232694234066e-03,-5.910131272418268390e-03,3.329752064552356922e-02,-2.961646513214523900e-03,6.664382219314575195e-01
5.947913819655281653e-01,6.963384663168499245e-01,2.829142758121100387e-02,-2.524830285528822243e-02,2.913297403743003028e-02,1.420635023512631032e-02,6.275544166564941406e-01
5.913426006803483848e-01,7.145812822002393094e-01,-1.637642674234884854e-02,1.120341527898072653e-03,1.705371816515438566e-02,1.243158683055962423e-02,6.787816882133483887e-01
