fx,fy,fz
1.129435053115352457e+04,1.008694991022885290e+00,-1.022569574930644043e-01
2.042759257150159158e+00,1.128940293681306321e+04,-7.833063305814218502e-01
5.166080571428395274e-01,1.609202926838591452e+00,7.055922408183705556e+02
-1.129435053099809193e+04,6.036966979708253689e-01,7.737160153140920649e-01
6.874374630546000731e-01,-1.128940293644974554e+04,-2.159670039152338239e-01
1.018092207553308981e+00,7.536260761727930912e-02,-7.055922406879845994e+02
