sxx,syy,szz,sxy,sxz,syz,smises
8.220556765932840459e-02,1.356199391657797182e-01,1.172460469848192743e-01,1.438140675834607453e-02,-3.794693231636157849e-02,6.200980208591715115e-03,8.523499965667724609e-02
8.020064518486887117e-02,1.270949241105484018e-01,1.301746956449321702e-01,3.111836213659685199e-03,-3.001462335507346438e-02,3.805717235142433755e-04,7.130988687276840210e-02
1.451756296630083987e-01,1.632624362913538685e-01,1.601842282571661058e-01,-8.166786553685130828e-04,-2.348002334182448109e-02,-8.114478533827636231e-04,4.403230175375938416e-02
1.166366052695359951e-01,1.885905599493745421e-01,1.636620010041341666e-01,1.136677306517883471e-02,-3.422443047414439748e-02,-7.733878972084082086e-03,8.992263674736022949e-02
1.186360474595745118e-01,1.187358130407937806e-01,1.031354859204092062e-01,8.663842858438866590e-03,-6.376052714921037756e-02,8.872291031904191994e-03,1.135754287242889404e-01
1.493250300667109121e-01,1.928998577600218867e-01,1.442205031908153356e-01,-2.528551440289207846e-03,-6.343300367241648530e-02,1.624876845060151814e-02,1.225958243012428284e-01
2.669925078552241593e-01,1.324639688448137065e-01,1.443238395687024556e-01,-8.090315149121170973e-03,-5.753205716853985845e-03,-1.084564691171682575e-02,1.314976662397384644e-01
2.516700878326483259e-01,1.240926049525279129e-01,1.344408370877159253e-01,-6.453746824126465644e-03,-3.271221502391669436e-03,-1.120904782575940853e-02,1.248874813318252563e-01
2.592480432597580875e-01,1.288369475137203790e-01,1.396081502143199649e-01,-9.171702644294079786e-04,-1.442538956141428338e-03,-4.776347183082466086e-03,1.256805211305618286e-01
2.576438054412454326e-01,1.236016558168673007e-01,1.273042971623320196e-01,-1.611804403467693818e-03,2.663036112394843893e-04,-8.223621286967122343e-03,1.330247670412063599e-01
2.468055040610054318e-01,1.173469788729806229e-01,1.216975065082703394e-01,-2.530642952499797399e-03,-9.177914735396735602e-04,-8.733292638008934017e-03,1.283190399408340454e-01
2.502539354094361346e-01,1.273667382550740523e-01,1.272656947920675075e-01,-3.455158954567967480e-03,-9.039742572179259835e-04,-4.851628955602927708e-03,1.233797818422317505e-01
2.419879498498290205e-01,1.147592606214682398e-01,1.215037816257990566e-01,-1.385237930699190125e-03,-1.876638845869484182e-03,-4.140970782548813837e-03,1.242670342326164246e-01
2.291671249738619909e-01,1.043764723435851582e-01,1.223197928224175890e-01,9.318803853418877736e-03,5.037948777931516506e-03,-6.362202376705228604e-03,1.188006997108459473e-01
2.390685838163605081e-01,1.408069924573117637e-01,1.171975500081955113e-01,1.167305594026768305e-03,-5.258143478720684466e-03,2.066635113134586595e-03,1.123943626880645752e-01
2.221973166706427416e-01,1.098076914397942971e-01,1.087173678947609134e-01,1.350756559923148650e-02,1.161852386458906219e-02,-1.457319210725479403e-02,1.197690442204475403e-01
2.304864917584814876e-01,1.035545865812647071e-01,1.173982249732888339e-01,9.826145220946597494e-03,8.371821430588033755e-03,-1.093469870500553623e-02,1.241159960627555847e-01
2.225986278286242737e-01,1.173177092772504509e-01,1.186329283536887713e-01,1.077175465144370251e-02,1.233188145554866763e-02,-9.929490572638340409e-03,1.097608134150505066e-01
2.255719599510511708e-01,1.048663120002439608e-01,1.213933993434182790e-01,9.480576644167957798e-03,6.700510514772770217e-03,-7.740251364929967397e-03,1.158971711993217468e-01
2.574119235990161569e-01,1.145031570148854622e-01,1.384815979425252919e-01,2.199529993987008394e-02,1.690255995191601232e-02,-1.771806766777264328e-02,1.442962586879730225e-01
