fx,fy,fz
-8.705017314395869107e+03,-1.791331298758251478e+00,1.664491133586309957e-02
-1.180516171848033480e+00,-5.178031653095939873e+03,2.929084544295008641e-01
-4.612609158750515803e-01,-6.154827744722979332e-02,-5.181040433102873067e+03
8.705017314629674729e+03,1.088262270220319294e-01,-2.875248610300644714e-01
-5.925668600730205071e-01,5.178031653127713980e+03,2.423699941441341821e-01
-1.947118012564246214e-01,-5.140926359818287494e-01,5.181040433164020214e+03
