fx,fy,fz
-1.273370402452169583e+04,-4.317151732736475012e-01,-3.109620859919779434e-01
-3.775142830225206581e-01,9.456330852906818336e+02,-2.905606997203111774e-01
-8.091885352185954616e-01,-4.625472490347970478e-02,9.467672506127289580e+02
1.273370402455245130e+04,6.945072857002028144e-01,-2.504032309647881149e-01
-8.247525255237775355e-01,-9.456330852755014575e+02,9.476440800378860274e-02
-7.289799559758591840e-01,3.594246988186382552e-01,-9.467672506206525895e+02
