ux,uy,uz
-4.317573559621297184e-36,-6.166356770868594347e-35,2.000000000000000000e+01
-2.959981262105956847e-36,-2.000000000000000000e+01,2.000000000000000000e+01
-3.593025804290211275e-36,-2.000000000000000000e+01,8.775771591545993815e-35
-4.013221510089523623e-36,-8.925695316361603268e-35,2.198669789680774940e-35
0.000000000000000000e+00,-2.000000000000000000e+01,2.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.731390829668794704e-35
0.000000000000000000e+00,-6.183525876520360890e-35,8.061830820400553522e-35
0.000000000000000000e+00,-9.232595357623733501e-35,2.000000000000000000e+01
-5.337775238292152835e-03,-9.904982108667121921e-01,1.001327791202883155e+01
-2.982522555539546261e-03,-1.899633382997039277e+01,9.855290249497455690e+00
-7.840737614963779573e-36,-2.045407777115720194e+00,2.000000000000000000e+01
-9.541824983075729540e-36,-4.076374177595805115e+00,2.000000000000000000e+01
-1.339944377452786165e-35,-6.081163588748443871e+00,2.000000000000000000e+01
-1.270100965010496177e-35,-8.054454468828469160e+00,2.000000000000000000e+01
-1.401892507957902259e-35,-1.000204688785670726e+01,2.000000000000000000e+01
-1.371774843085253641e-35,-1.195062833139615144e+01,2.000000000000000000e+01
-1.121939558003622032e-35,-1.392763843574858029e+01,2.000000000000000000e+01
-1.033385102204738313e-35,-1.592610208373580782e+01,2.000000000000000000e+01
-6.952117028791723781e-36,-1.795770433694489299e+01,2.000000000000000000e+01
-7.070225248321496121e-36,-2.000000000000000000e+01,1.797884632624925061e+01
-4.807086273504338965e-36,-2.000000000000000000e+01,1.595734298661544237e+01
-2.345824199969753388e-37,-2.000000000000000000e+01,1.394809533625063480e+01
3.981962127101487374e-36,-2.000000000000000000e+01,1.196468503775749426e+01
6.069696229094431425e-36,-2.000000000000000000e+01,9.997062919224948274e+00
5.271843954787146743e-36,-2.000000000000000000e+01,8.033185517759772409e+00
5.359765967637606074e-37,-2.000000000000000000e+01,6.051084615673882006e+00
