fx,fy,fz
-1.435886265081114288e+04,-1.104802193023971313e+00,2.475554258857926015e-01
-1.141915363887306967e+00,-1.435551094571100839e+04,2.277742952924626252e-01
-4.793968694712020806e-01,-1.997569370520153598e-01,-1.435923685844365718e+04
1.435886265086935782e+04,6.224116359042852764e-02,-3.205660634016140875e-01
-4.611068845226071744e-01,1.435551094570913847e+04,3.862642285535855535e-02
1.718785202521644351e-01,-4.353678721044644817e-01,1.435923685844128158e+04
