fx,fy,fz
-1.146116541837094047e+02,-5.728718161455002900e+01,5.727701253360895350e+01
-5.714742152677379039e+01,1.143191222034393491e+02,1.144776826281976128e+02
-1.147569841253689447e+02,5.702104228110383133e+01,-1.144033984551575429e+02
-5.725018675282236558e+01,-1.147413248731188986e+02,-5.730317428987113715e+01
1.145629382495086901e+02,5.724484117146313622e+01,5.719526046446542011e+01
5.719418711182567705e+01,1.145742855285157447e+02,-5.721872277809301011e+01
1.144465886175355536e+02,-5.709287576766105587e+01,-1.145535248368050389e+02
5.708588047733694992e+01,-1.144440768113690865e+02,1.143066198849652437e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.711285155797994548e+02,0.000000000000000000e+00,1.714416570259197101e+02
-1.694915783897004928e+02,0.000000000000000000e+00,1.701751515720433190e+02
-1.674891387267450966e+02,0.000000000000000000e+00,1.686695263891842558e+02
-1.663773940423662907e+02,0.000000000000000000e+00,1.675485907296790629e+02
-1.665509722938481900e+02,0.000000000000000000e+00,1.666281210600839984e+02
-1.675134562130086522e+02,0.000000000000000000e+00,1.667557787512159564e+02
-1.681047116535689270e+02,0.000000000000000000e+00,1.675025670487881371e+02
-1.705855439415299486e+02,0.000000000000000000e+00,1.704603402280682474e+02
-1.715202968030390025e+02,0.000000000000000000e+00,1.712098497891362001e+02
-1.712988843246172621e+02,1.708265568347412966e+02,0.000000000000000000e+00
-1.701865508651636105e+02,1.696487045418229229e+02,0.000000000000000000e+00
-1.686313655223859485e+02,1.677672543512256880e+02,0.000000000000000000e+00
-1.666847293243149295e+02,1.664562788766271808e+02,0.000000000000000000e+00
-1.663211420290040508e+02,1.665037710112690661e+02,0.000000000000000000e+00
-1.669566536083883079e+02,1.671614653282162237e+02,0.000000000000000000e+00
-1.677820858383534812e+02,1.688634548310224091e+02,0.000000000000000000e+00
-1.698735429860776946e+02,1.702370086453132387e+02,0.000000000000000000e+00
-1.712046691797249025e+02,1.711009941401263461e+02,0.000000000000000000e+00
-1.713593974287373101e+02,0.000000000000000000e+00,-1.711843834527173556e+02
-1.698451717584904657e+02,0.000000000000000000e+00,-1.699027358385693276e+02
-1.683963060780108947e+02,0.000000000000000000e+00,-1.682048299715486053e+02
