fx,fy,fz
-3.225077486148046228e+04,-3.372731895440239214e+00,6.408615202533383126e-01
-3.121805695799537261e+00,-3.224295545017796030e+04,7.002358750059158865e-01
-1.218130531693844887e+00,-3.929463620451940642e-01,-3.225209326898066865e+04
3.225077486672919622e+04,1.136978342234158390e-01,-8.543154557314664999e-01
-1.077155800397292751e+00,3.224295544873534163e+04,3.539687497747650013e-01
5.617504589152417793e-01,-1.545026357373075143e+00,3.225209326878044158e+04
