fx,fy,fz
-7.995682065608766607e+03,-2.275242404824953102e+00,-1.086837245976965960e-01
-7.047561726769941970e-01,-4.067219807531043330e+02,-3.470048209731757538e-01
-5.185872898670993436e-01,9.626643394512783836e-01,-7.995933346132540464e+03
7.995682065766049163e+03,7.200532408048914146e-01,2.198543961499197508e-01
-7.149023006401762359e-01,4.067219807324707972e+02,7.113526493024124875e-02
3.551400919321849869e-01,-4.083038871490753952e-01,7.995933346096148853e+03
