fx,fy,fz
-4.800285287710474336e+01,-2.400523585934045911e+01,1.325177568833816011e+01
-2.397742987673499471e+01,4.787180189829691557e+01,2.639729111713748821e+01
-4.806020194508469956e+01,2.389264375454166611e+01,-2.634896180385339548e+01
-2.398267387810766849e+01,-4.802888862059608499e+01,-1.320962065953733955e+01
4.793947591051831125e+01,2.397377086351389863e+01,1.316929063133175504e+01
2.396383273956192994e+01,4.796492786781308837e+01,-1.314750106729843893e+01
4.791327036418062590e+01,-2.393699368957110352e+01,-2.649071668187088591e+01
2.390867677086451337e+01,-4.788777790342243179e+01,2.627205839528091502e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.183314070094996850e+01,0.000000000000000000e+00,3.956121964430806770e+01
-7.168971209077093931e+01,0.000000000000000000e+00,3.923169754797174846e+01
-7.153170948566480547e+01,0.000000000000000000e+00,3.912242869298290060e+01
-7.178011424870680912e+01,0.000000000000000000e+00,3.920718148736177966e+01
-7.200103418811981726e+01,0.000000000000000000e+00,3.896353954921491436e+01
-7.210927557997150927e+01,0.000000000000000000e+00,3.882553623712047397e+01
-7.158258245477946957e+01,0.000000000000000000e+00,3.886423796830126065e+01
-7.191361081129841182e+01,0.000000000000000000e+00,3.949445901927610691e+01
-7.194519781770134159e+01,0.000000000000000000e+00,3.954347582011458684e+01
-7.165758671841155092e+01,7.136647070862387920e+01,0.000000000000000000e+00
-7.075746477448109317e+01,7.036302992205322937e+01,0.000000000000000000e+00
-6.955756476623031404e+01,6.891283995535022200e+01,0.000000000000000000e+00
-6.805981269755648100e+01,6.783211840579872387e+01,0.000000000000000000e+00
-6.765654190469452089e+01,6.777789429542387722e+01,0.000000000000000000e+00
-6.817095507957822065e+01,6.841971726673099852e+01,0.000000000000000000e+00
-6.891212612938245741e+01,6.958699643316583661e+01,0.000000000000000000e+00
-7.050968741800464556e+01,7.076634576573808033e+01,0.000000000000000000e+00
-7.151895805405166584e+01,7.162321574095389565e+01,0.000000000000000000e+00
-7.187946827192463672e+01,0.000000000000000000e+00,-3.949355964161456001e+01
-7.194326909530651903e+01,0.000000000000000000e+00,-3.936812484491760955e+01
-7.191231862553145504e+01,0.000000000000000000e+00,-3.908538342468033733e+01
-7.202589925770000434e+01,0.000000000000000000e+00,-3.888230734482444717e+01
-7.185396392936591781e+01,0.000000000000000000e+00,-3.909861771930629004e+01
-7.181974902357417534e+01,0.000000000000000000e+00,-3.910426648800178384e+01
-7.179653796717315117e+01,0.000000000000000000e+00,-3.909062731533647650e+01
-7.182599314327740103e+01,0.000000000000000000e+00,-3.921475721848195661e+01
-7.190861116547857534e+01,0.000000000000000000e+00,-3.933179928060253872e+01
-7.179478322761366371e+01,-7.157834033784068595e+01,0.000000000000000000e+00
-7.081968720538702655e+01,-7.038612697631788251e+01,0.000000000000000000e+00
-6.960529942236044576e+01,-6.908514701984114481e+01,0.000000000000000000e+00
-6.850481650166602776e+01,-6.787686980805651160e+01,0.000000000000000000e+00
-6.779513337740921486e+01,-6.793717608182919321e+01,0.000000000000000000e+00
-6.804259541279334655e+01,-6.842095638241239897e+01,0.000000000000000000e+00
-6.913290669777066455e+01,-6.996263437239853999e+01,0.000000000000000000e+00
-7.053135334554062297e+01,-7.109865882711791585e+01,0.000000000000000000e+00
-7.147246153616012521e+01,-7.181270427454326466e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.178817496407475574e+01,3.945693675135884604e+01
0.000000000000000000e+00,7.160954452113952584e+01,3.936503856242605082e+01
0.000000000000000000e+00,7.195844408694590300e+01,3.911329037900516425e+01
0.000000000000000000e+00,7.208904727994553241e+01,3.918796080580663244e+01
0.000000000000000000e+00,7.160990232630659591e+01,3.886380196817192001e+01
0.000000000000000000e+00,7.195017360421249464e+01,3.885062381656137376e+01
0.000000000000000000e+00,7.178586080167026751e+01,3.903386655304434072e+01
0.000000000000000000e+00,7.187005058171891392e+01,3.900990000270702041e+01
0.000000000000000000e+00,7.169444236379909796e+01,3.926764525468207978e+01
7.129334174837750027e+01,7.166480340760114132e+01,0.000000000000000000e+00
7.013613804007154329e+01,7.103663752735938886e+01,0.000000000000000000e+00
6.865394207074656663e+01,6.898006267899653210e+01,0.000000000000000000e+00
6.855422648286719323e+01,6.861597387681946714e+01,0.000000000000000000e+00
6.780944616257298208e+01,6.773871927417309280e+01,0.000000000000000000e+00
6.841652266904293356e+01,6.818079445785956239e+01,0.000000000000000000e+00
6.915386470400665075e+01,6.911211924179072241e+01,0.000000000000000000e+00
7.088994747787869244e+01,7.018265643839637846e+01,0.000000000000000000e+00
7.148066352368022081e+01,7.125512717299204724e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.171657527800509513e+01,-3.931964195396172101e+01
0.000000000000000000e+00,7.175261946429762361e+01,-3.925961556055690949e+01
0.000000000000000000e+00,7.168916186689237691e+01,-3.902495489592669031e+01
0.000000000000000000e+00,7.196953997878370046e+01,-3.909386650629839011e+01
0.000000000000000000e+00,7.193203824752124831e+01,-3.914102896048039071e+01
0.000000000000000000e+00,7.201606457181598842e+01,-3.889347086097974682e+01
0.000000000000000000e+00,7.176084348141716873e+01,-3.877674006765563064e+01
0.000000000000000000e+00,7.155492798564391421e+01,-3.885623521774445521e+01
0.000000000000000000e+00,7.193765308325622243e+01,-3.944187368100738666e+01
0.000000000000000000e+00,-7.177395302654117870e+01,-3.929996812465989819e+01
0.000000000000000000e+00,-7.163735725545089394e+01,-3.893113464324274986e+01
0.000000000000000000e+00,-7.172888458380612065e+01,-3.850828286732694039e+01
0.000000000000000000e+00,-7.180464531995508537e+01,-3.899911465324675675e+01
0.000000000000000000e+00,-7.215794450611979016e+01,-3.896039558946195314e+01
0.000000000000000000e+00,-7.187952291639791724e+01,-3.898116102645435177e+01
0.000000000000000000e+00,-7.180845027667197655e+01,-3.898179075258879323e+01
0.000000000000000000e+00,-7.213569233052139396e+01,-3.938391787081144457e+01
0.000000000000000000e+00,-7.184978642367923385e+01,-3.941192059865154107e+01
7.174210169870366371e+01,0.000000000000000000e+00,-3.947757632384210069e+01
7.167476022432867921e+01,0.000000000000000000e+00,-3.932335137231142141e+01
7.185500560166288153e+01,0.000000000000000000e+00,-3.884876044832591901e+01
7.197453207902084671e+01,0.000000000000000000e+00,-3.911978625283905586e+01
7.196756906790085395e+01,0.000000000000000000e+00,-3.897016621493906996e+01
7.188158980817097188e+01,0.000000000000000000e+00,-3.895133357075775393e+01
7.191598698254489364e+01,0.000000000000000000e+00,-3.917248375814218520e+01
7.180472865979680819e+01,0.000000000000000000e+00,-3.914753860892385262e+01
7.174494233763240914e+01,0.000000000000000000e+00,-3.960110125998232178e+01
0.000000000000000000e+00,-7.184768743653776824e+01,3.939339960239878735e+01
0.000000000000000000e+00,-7.192593987988566084e+01,3.904828926389012622e+01
0.000000000000000000e+00,-7.186551772882118883e+01,3.910114180759536850e+01
0.000000000000000000e+00,-7.190591458792317781e+01,3.890757842632515207e+01
0.000000000000000000e+00,-7.192947699315327270e+01,3.911063123193313373e+01
0.000000000000000000e+00,-7.214614126651383685e+01,3.901244465566567499e+01
0.000000000000000000e+00,-7.181807216007403838e+01,3.911476286591265961e+01
0.000000000000000000e+00,-7.181645361876508105e+01,3.933311209118552654e+01
0.000000000000000000e+00,-7.177515136789489247e+01,3.951006516281183423e+01
7.140809831102107808e+01,-7.177918269978769672e+01,0.000000000000000000e+00
6.995932469063052395e+01,-7.069110357147626189e+01,0.000000000000000000e+00
6.879150976303954224e+01,-6.947213607161228310e+01,0.000000000000000000e+00
6.797549630704720869e+01,-6.846783103706236773e+01,0.000000000000000000e+00
6.774301434613900597e+01,-6.783387939457442428e+01,0.000000000000000000e+00
6.836536229945782850e+01,-6.815863609235562137e+01,0.000000000000000000e+00
6.944679199674403947e+01,-6.903597763082669303e+01,0.000000000000000000e+00
7.061056180923739589e+01,-7.021575588919368727e+01,0.000000000000000000e+00
7.158988120836448843e+01,-7.141761896236957341e+01,0.000000000000000000e+00
7.177590932931767043e+01,0.000000000000000000e+00,3.929446533519264051e+01
7.181213567025992006e+01,0.000000000000000000e+00,3.917031350691546265e+01
7.183232371539763506e+01,0.000000000000000000e+00,3.898616712002931450e+01
7.180246120154562561e+01,0.000000000000000000e+00,3.882509164761256670e+01
7.203339960966043520e+01,0.000000000000000000e+00,3.905331579884058613e+01
