fx,fy,fz
-1.016169728216789281e+02,-5.079338747387966180e+01,5.077032837794347131e+01
-5.069161026227409650e+01,1.014063967684559486e+02,1.015319787855201099e+02
-1.017566893641040053e+02,5.059210996349802514e+01,-1.014665808431768426e+02
-5.077034122138443450e+01,-1.017205336406716754e+02,-5.080477857760662630e+01
1.015932720718643054e+02,5.077289417935706695e+01,5.072440486807933269e+01
5.072540141469333008e+01,1.015993102306370446e+02,-5.076072111958526989e+01
1.014845664024267364e+02,-5.063727801405239859e+01,-1.015736381912557249e+02
5.064113522945429224e+01,-1.015017946226221852e+02,1.014092822385272825e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.517473208887059570e+02,0.000000000000000000e+00,1.520090165957305430e+02
-1.502786342709791825e+02,0.000000000000000000e+00,1.508559443860568763e+02
-1.484294079292460253e+02,0.000000000000000000e+00,1.494221313406105764e+02
-1.473310079416198164e+02,0.000000000000000000e+00,1.482626134375663867e+02
-1.474225357980083118e+02,0.000000000000000000e+00,1.474522881194946820e+02
-1.482681692740292760e+02,0.000000000000000000e+00,1.475977425739218063e+02
-1.489277209906514088e+02,0.000000000000000000e+00,1.483813446499140696e+02
-1.512106364017056137e+02,0.000000000000000000e+00,1.510487567131367257e+02
-1.520823096597893880e+02,0.000000000000000000e+00,1.517991133396869259e+02
-1.519224700900081757e+02,1.514961040069069043e+02,0.000000000000000000e+00
-1.508925642850604163e+02,1.504009843891870446e+02,0.000000000000000000e+00
-1.493937386065225326e+02,1.486463017834825280e+02,0.000000000000000000e+00
-1.476171769816293136e+02,1.473920056133664218e+02,0.000000000000000000e+00
-1.472112054448153913e+02,1.473608364270357356e+02,0.000000000000000000e+00
-1.477721462161082115e+02,1.479614087390770578e+02,0.000000000000000000e+00
-1.486848807881090977e+02,1.496503193736393769e+02,0.000000000000000000e+00
-1.505541610166535236e+02,1.509140414485209760e+02,0.000000000000000000e+00
-1.518049452922021203e+02,1.517325792912415068e+02,0.000000000000000000e+00
-1.519270058558393544e+02,0.000000000000000000e+00,-1.517871195641341728e+02
-1.505050168319511386e+02,0.000000000000000000e+00,-1.505558501742763156e+02
-1.491239908867169106e+02,0.000000000000000000e+00,-1.489554793923437046e+02
-1.478241613002707595e+02,0.000000000000000000e+00,-1.473331828164799617e+02
-1.473205449936267541e+02,0.000000000000000000e+00,-1.476727900988625208e+02
-1.478376391928424880e+02,0.000000000000000000e+00,-1.479708433559454761e+02
-1.493908439015544332e+02,0.000000000000000000e+00,-1.494902266368818857e+02
-1.508853252191821355e+02,0.000000000000000000e+00,-1.507892309573331886e+02
-1.520128593559761612e+02,0.000000000000000000e+00,-1.517664018190153570e+02
-1.520941989709757536e+02,-1.518094297652641842e+02,0.000000000000000000e+00
-1.509354378701708299e+02,-1.504396554949777851e+02,0.000000000000000000e+00
-1.494496882765138821e+02,-1.489040198406995898e+02,0.000000000000000000e+00
-1.481118779422878049e+02,-1.474909014081555085e+02,0.000000000000000000e+00
-1.473476007251797455e+02,-1.474439817456222386e+02,0.000000000000000000e+00
-1.476631966224557004e+02,-1.480433135647436700e+02,0.000000000000000000e+00
-1.489856120099198051e+02,-1.498418874152839635e+02,0.000000000000000000e+00
-1.505700707933220315e+02,-1.512993714600573583e+02,0.000000000000000000e+00
-1.516087408999607646e+02,-1.521705297333720353e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.516173874768512633e+02,1.516825499767918473e+02
0.000000000000000000e+00,1.503642818825518077e+02,1.505448210988406004e+02
0.000000000000000000e+00,1.489801408129258675e+02,1.488113133346279255e+02
0.000000000000000000e+00,1.478125910488188595e+02,1.478763226198659879e+02
0.000000000000000000e+00,1.469064104400323174e+02,1.474034018479455312e+02
0.000000000000000000e+00,1.480265177089532642e+02,1.476574812990177179e+02
0.000000000000000000e+00,1.494994789397599106e+02,1.494896196045456804e+02
0.000000000000000000e+00,1.508749719745911761e+02,1.505851899287958133e+02
0.000000000000000000e+00,1.518742537636324812e+02,1.516249277172838958e+02
1.514366135237699211e+02,1.519751653228508701e+02,0.000000000000000000e+00
1.500746157541880166e+02,1.511787760990252707e+02,0.000000000000000000e+00
1.484837583812756350e+02,1.487265109601648874e+02,0.000000000000000000e+00
1.481647176978227094e+02,1.483160839298640781e+02,0.000000000000000000e+00
1.472910732801680069e+02,1.471991193964911417e+02,0.000000000000000000e+00
1.479455989809632115e+02,1.477190006209697799e+02,0.000000000000000000e+00
1.488894313867061214e+02,1.489279388070668233e+02,0.000000000000000000e+00
1.509916120682313476e+02,1.501837174172917742e+02,0.000000000000000000e+00
1.517864567980188042e+02,1.515481969104252471e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.515999823773208277e+02,-1.518931590866746433e+02
0.000000000000000000e+00,1.504181093426912241e+02,-1.508626388622392938e+02
0.000000000000000000e+00,1.487937263474433962e+02,-1.492976675593563698e+02
0.000000000000000000e+00,1.477757151826878044e+02,-1.480320841706206920e+02
0.000000000000000000e+00,1.473009325680704080e+02,-1.473664761470294025e+02
0.000000000000000000e+00,1.482509716644841831e+02,-1.474215860496212258e+02
0.000000000000000000e+00,1.494273191462796717e+02,-1.486422886228697848e+02
0.000000000000000000e+00,1.505243698044957341e+02,-1.502747772808436935e+02
0.000000000000000000e+00,1.520729844922077802e+02,-1.517705938638554244e+02
0.000000000000000000e+00,-1.517835581457869694e+02,-1.515111659769375194e+02
0.000000000000000000e+00,-1.507726870777213151e+02,-1.503575178805761539e+02
