fx,fy,fz
-8.990648321165765822e+01,-4.505340608981128270e+01,-1.262702751164876513e+00
-4.504649292240966929e+01,8.982908000264080783e+01,-2.515136275210023253e+00
-8.997555371744857666e+01,4.494397137226850703e+01,2.560677231402448850e+00
-4.506884677816368168e+01,-8.997649908105528027e+01,1.327361429396023196e+00
8.986189083877366102e+01,4.506314201368081740e+01,-1.332684099342640316e+00
4.502629454134476816e+01,8.989033572393702798e+01,1.306211944008257575e+00
8.976859143515355299e+01,-4.493734489688601741e+01,2.443963925967491235e+00
4.494195258196755560e+01,-8.978327663928334346e+01,-2.605263709369313840e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.348834028231813988e+02,0.000000000000000000e+00,-3.744539245836659980e+00
-1.351342320826289267e+02,0.000000000000000000e+00,-3.708786128597400644e+00
-1.352535541701619195e+02,0.000000000000000000e+00,-3.345737343034512534e+00
-1.359087530327144009e+02,0.000000000000000000e+00,-2.886210318792908236e+00
-1.361593556179074085e+02,0.000000000000000000e+00,-2.816735106886333995e+00
-1.360944134377930368e+02,0.000000000000000000e+00,-3.172886432350320529e+00
-1.349092007939523512e+02,0.000000000000000000e+00,-3.257887746216130864e+00
-1.351979224544402314e+02,0.000000000000000000e+00,-3.595590926003232823e+00
-1.348298430513679591e+02,0.000000000000000000e+00,-3.749946670244972857e+00
-1.344720118668328155e+02,1.339697650992119691e+02,0.000000000000000000e+00
-1.324813965601105394e+02,1.317659943778497507e+02,0.000000000000000000e+00
-1.294864281230432539e+02,1.284384791027083281e+02,0.000000000000000000e+00
-1.262609101454965383e+02,1.257611900729338856e+02,0.000000000000000000e+00
-1.250188639231518550e+02,1.251512191921509469e+02,0.000000000000000000e+00
-1.260820321398303179e+02,1.264987703208551011e+02,0.000000000000000000e+00
-1.285522866827138273e+02,1.298167317468644910e+02,0.000000000000000000e+00
-1.317603410307907836e+02,1.323326977404311720e+02,0.000000000000000000e+00
-1.340535220016213316e+02,1.343785413802386586e+02,0.000000000000000000e+00
-1.347084584762716020e+02,0.000000000000000000e+00,3.825653602911393669e+00
-1.350687126247075867e+02,0.000000000000000000e+00,3.542860769134300369e+00
