fx,fy,fz
-2.479697763454934466e+04,-1.261241932679013189e+00,-7.827589747614549509e-02
-2.117376547666907527e+00,-2.479125920389000385e+04,9.958577671040975687e-01
-1.473533147511886909e+00,-1.718551222229137920e+00,-6.637799566854571367e+02
2.479697763455071981e+04,-6.079788607010527812e-02,-8.982487582984512997e-01
-8.904941161703447960e-01,2.479125920388998929e+04,-4.863181964654428313e-02
-1.826207498495818982e+00,2.888983602374537440e-01,6.637799566613846309e+02
