ux,uy,uz
8.875068275647802915e-35,5.732712004028938692e-35,2.000000000000000000e+01
5.717164834159991415e-35,2.000000000000000000e+01,2.000000000000000000e+01
7.698173015568594320e-35,2.000000000000000000e+01,1.024323498834030635e-34
7.714724092712653662e-35,8.301632236496531276e-35,2.559943224310464353e-35
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+01,2.000000000000000000e+01,2.010154509455315117e-35
2.000000000000000000e+01,5.714093855380310237e-35,9.432649980815792422e-35
2.000000000000000000e+01,8.587652184720370172e-35,2.000000000000000000e+01
1.012099852770682951e+01,2.187836409820690609e+00,1.001128265150070540e+01
1.005168113226109305e+01,1.787730321371638809e+01,9.927781825095779666e+00
1.520440294516290453e-34,1.920801628544667627e+00,2.000000000000000000e+01
1.506069589061278359e-34,3.866721764282523122e+00,2.000000000000000000e+01
1.675086375123059667e-34,5.862841366861087700e+00,2.000000000000000000e+01
1.293342000784013436e-34,7.916756572010744009e+00,2.000000000000000000e+01
1.411485291826488533e-34,1.000606711083905687e+01,2.000000000000000000e+01
1.478819966952203734e-34,1.209119375994034762e+01,2.000000000000000000e+01
1.485177532587017328e-34,1.413870808074815955e+01,2.000000000000000000e+01
1.706566768396078318e-34,1.614072309503495006e+01,2.000000000000000000e+01
1.425609657812802909e-34,1.808378072222765809e+01,2.000000000000000000e+01
1.543174269877909231e-34,2.000000000000000000e+01,1.808091685811936244e+01
1.702515042181076807e-34,2.000000000000000000e+01,1.613575304648680131e+01
1.361675516244899507e-34,2.000000000000000000e+01,1.414065981927802085e+01
1.642654025364319983e-34,2.000000000000000000e+01,1.208666655250074840e+01
1.476542347426495529e-34,2.000000000000000000e+01,9.997452398868583501e+00
1.678728766888625457e-34,2.000000000000000000e+01,7.912132643128202858e+00
1.491287607831138084e-34,2.000000000000000000e+01,5.859930007945492569e+00
1.797098942664837674e-34,2.000000000000000000e+01,3.866471122214208744e+00
1.433870533187716116e-34,2.000000000000000000e+01,1.918472090631825333e+00
1.516032084250326217e-34,1.808403133991079770e+01,1.357926600365595203e-34
1.510262870873734169e-34,1.613549768212703484e+01,1.319789146547774561e-34
1.465245776341942157e-34,1.413407960594519786e+01,1.326798974902068420e-34
1.392978657770361334e-34,1.207943025546799021e+01,1.385408083825549059e-34
1.418636525143764667e-34,9.988615197876972829e+00,1.413774221418691428e-34
1.495176006733839889e-34,7.903072835879998870e+00,1.292898298503386909e-34
1.467162518532250721e-34,5.855163083132923774e+00,1.446936649665992259e-34
1.366514874568717719e-34,3.864007921785207689e+00,1.421664728164390686e-34
1.704119411964487788e-34,1.920991990752097145e+00,1.421321852809770288e-34
1.546869705124705105e-34,1.451469563807750664e-34,1.918041612190176437e+00
1.422986286536561666e-34,1.697635995593181027e-34,3.865113358103856367e+00
1.808631702235261971e-34,1.291766670376321405e-34,5.861245941980704366e+00
1.374397212309878652e-34,1.666543557222502275e-34,7.911599533411216356e+00
1.488671702263066899e-34,1.282008908038455689e-34,1.000142481385433868e+01
1.491165780401980071e-34,1.286241787326597364e-34,1.208910133875010118e+01
1.503549904098791568e-34,1.301672399458547009e-34,1.414189299714581871e+01
1.520433923802202635e-34,1.318901058946375844e-34,1.613407284150163079e+01
1.663274346278280231e-34,1.411582362829765232e-34,1.808110101610891718e+01
1.918146742920010750e+00,2.000000000000000000e+01,2.000000000000000000e+01
3.867913559073008933e+00,2.000000000000000000e+01,2.000000000000000000e+01
5.866431977657962982e+00,2.000000000000000000e+01,2.000000000000000000e+01
7.921108148533211768e+00,2.000000000000000000e+01,2.000000000000000000e+01
1.000723003984079895e+01,2.000000000000000000e+01,2.000000000000000000e+01
1.209350850524408649e+01,2.000000000000000000e+01,2.000000000000000000e+01
1.414348203433477913e+01,2.000000000000000000e+01,2.000000000000000000e+01
1.613450063541444379e+01,2.000000000000000000e+01,2.000000000000000000e+01
1.808120373110608625e+01,2.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.808341484317871561e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.613742803942630388e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.413498311428767984e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.208705562947142909e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.000200210757565422e+01
2.000000000000000000e+01,2.000000000000000000e+01,7.915155748667173974e+00
2.000000000000000000e+01,2.000000000000000000e+01,5.861972957869525658e+00
2.000000000000000000e+01,2.000000000000000000e+01,3.861447853223261006e+00
2.000000000000000000e+01,2.000000000000000000e+01,1.917540533755594190e+00
1.808182272018487069e+01,2.000000000000000000e+01,1.320811270047795289e-34
1.613670466842127738e+01,2.000000000000000000e+01,1.702375051168097881e-34
1.413990064327179041e+01,2.000000000000000000e+01,1.340633022704392715e-34
1.208971290144077138e+01,2.000000000000000000e+01,1.673180756491603860e-34
1.000473007505679846e+01,2.000000000000000000e+01,1.280556463580892617e-34
7.914231629161053050e+00,2.000000000000000000e+01,1.280965346888521705e-34
5.863840861527627624e+00,2.000000000000000000e+01,1.778453570413397028e-34
3.866993585498797348e+00,2.000000000000000000e+01,1.693931711813784555e-34
1.925297322878028572e+00,2.000000000000000000e+01,1.412894672640465005e-34
