fx,fy,fz
3.050447277480115190e+03,4.979979709448372205e-01,-5.080853836610970120e-01
6.955248864620866556e-01,1.182472584906224802e+04,-4.894802198358334522e-01
-3.245668620864492482e-01,9.944476305693683571e-02,1.183000652222775716e+04
-3.050447277450091860e+03,4.475344020754334906e-01,2.115612067916430306e-01
-3.791912820610043866e-01,-1.182472584906021802e+04,1.950504515009185980e-01
-8.057475031081633432e-01,7.837763751881894336e-01,-1.183000652222696226e+04
