ux,uy,uz
2.556635313617834688e-35,4.771103752611149087e-36,-2.229051052384883303e-36
1.657830694295877096e-35,-7.046857848005568736e-36,-8.074026366292290108e-36
2.221393800024506926e-35,-4.673393392670507563e-36,8.492117441575108821e-36
2.228685149291315752e-35,6.909598976519341903e-36,2.070682324861863696e-36
2.000000000000000000e+01,-1.600604403554982128e-36,-4.750340341516398421e-36
2.000000000000000000e+01,-6.453818606702027762e-36,1.628348080779076660e-36
2.000000000000000000e+01,4.688790759385526132e-36,7.832572033176050535e-36
2.000000000000000000e+01,7.060525390662101436e-36,-9.431907924056898441e-36
1.015069388163388631e+01,-6.477741767205887902e-01,2.086870333781485135e-02
1.007434203162148023e+01,6.959442064583234444e-01,-1.953936968888038417e-02
4.389525415208183119e-35,-6.943531635710979699e-02,-1.098162994890784987e-35
4.346283328310370318e-35,-1.189302769811857174e-01,-1.041908207503475869e-35
4.821268739390596243e-35,-1.256315269201889184e-01,-1.085122009045228563e-35
3.707832903682820009e-35,-7.947097407162302674e-02,-1.218896277648489436e-35
4.041862905113605417e-35,1.943038134579131164e-04,-8.747948732678781237e-36
4.239384234518961604e-35,7.969552554356180984e-02,-9.027469282840704176e-36
4.267240420981075382e-35,1.193927263737194905e-01,-9.627967322379605499e-36
4.909025674901828097e-35,1.234557732954479070e-01,-1.372349000743048940e-35
4.118131549792927637e-35,7.283330704454175908e-02,-1.317093111859831397e-35
4.456831177218021990e-35,-1.151643443908901752e-35,7.165779152589410450e-02
4.906638903419113648e-35,-1.196381676696623143e-35,1.215020043501551794e-01
3.917763645191504421e-35,-1.101983889424178851e-35,1.258563375806288354e-01
4.702333027397015369e-35,-9.190197986254058040e-36,7.809079535083363055e-02
4.224069409704196169e-35,-1.171325408091064968e-35,-2.004862318051361773e-03
4.812067826510200413e-35,-9.437721084252179914e-36,-7.903857420986530602e-02
4.290877211075186746e-35,-1.280972549538686350e-35,-1.257162340399715361e-01
5.182528969919240571e-35,-1.048276865407442387e-35,-1.180182479745394142e-01
4.141632719685763336e-35,-1.408961333765090462e-35,-7.004226762547191565e-02
4.372145495251671960e-35,7.430034386985963357e-02,1.105941594915782170e-35
4.347420394807804318e-35,1.198125121884700967e-01,1.040910520220817375e-35
4.203003726800571800e-35,1.200575149955063203e-01,9.883778861372871841e-36
3.985533831089104183e-35,7.042666323916507709e-02,9.888397532352975924e-36
4.050390845179454634e-35,-1.075321392089808280e-02,1.001130613254356397e-35
4.279847585714655751e-35,-8.687117355593469703e-02,9.389023567981469334e-36
4.223414218264374307e-35,-1.281935119620165320e-01,1.101246263843199903e-35
3.939267548505696844e-35,-1.189719137195889009e-01,1.124987187785582784e-35
4.916928808892721306e-35,-6.833642464484174228e-02,1.162233454409027847e-35
4.461753450962275877e-35,1.188348584655786166e-35,-7.280390624943713918e-02
4.100218277309221845e-35,1.336162687338563007e-35,-1.206258172429072878e-01
5.190812842673928447e-35,9.624545099093222068e-36,-1.246318028489398905e-01
3.933313714989117868e-35,1.187371110143806425e-35,-7.818808138921311268e-02
4.255169428158942865e-35,9.044421024350958999e-36,1.366419308028066822e-03
4.267476642553264012e-35,9.311155599902723995e-36,8.043184214386002451e-02
4.316599263724326670e-35,9.951472051261949734e-36,1.239122802630867604e-01
4.376903456679245665e-35,1.054731659076698380e-35,1.159133564098067254e-01
4.803266298317834400e-35,1.161923094610598345e-35,6.902143387953568743e-02
2.022122867842214067e+00,-1.443282387175330448e-35,-1.215123432426632864e-35
4.039860764193412557e+00,-1.262615925503345835e-35,-1.500621414929011935e-35
6.047117340913759520e+00,-1.416219019464522850e-35,-1.223654639574979141e-35
8.031369137082279508e+00,-1.356502262430448480e-35,-1.350492347034261642e-35
9.997429170242563501e+00,-1.398952431364414285e-35,-1.393219124635579912e-35
1.196852664922169573e+01,-1.463552791851408221e-35,-1.261865659030452851e-35
1.395881558475931250e+01,-1.349743644118940139e-35,-1.546680822593945132e-35
1.596612415222164039e+01,-1.498630010969708924e-35,-1.275267639984107435e-35
1.798446079667286313e+01,-1.572978339701848018e-35,-1.103960657636482369e-35
2.000000000000000000e+01,-1.114980905324413414e-35,7.018867531021237560e-02
2.000000000000000000e+01,-1.139073084727561045e-35,1.185523678722681246e-01
2.000000000000000000e+01,-1.269116706867553903e-35,1.188353990236108298e-01
2.000000000000000000e+01,-9.955324021326870984e-36,8.069633064415898671e-02
2.000000000000000000e+01,-9.510065905058614982e-36,5.448256999491527149e-03
2.000000000000000000e+01,-1.208091798282319289e-35,-7.364678115465522756e-02
2.000000000000000000e+01,-1.115078548400283800e-35,-1.226515984477531129e-01
2.000000000000000000e+01,-1.120047552705169346e-35,-1.224752635747840268e-01
2.000000000000000000e+01,-1.239067287090834152e-35,-7.355524267442647979e-02
1.798178598541918660e+01,-1.285655451534762996e-35,1.096182582328218479e-35
1.596556787727581295e+01,-1.198231639673134468e-35,1.475202916632408618e-35
1.395910448889796029e+01,-1.664039732315857222e-35,1.231189416533098932e-35
1.197225404209665989e+01,-1.354426001535848775e-35,1.636300576695144715e-35
1.000318158571176674e+01,-1.792972287502910357e-35,1.291657756530527671e-35
8.033546909067814212e+00,-1.460143642788999119e-35,1.271378796852434595e-35
6.046716167953898768e+00,-1.193599887556586652e-35,1.669496556144309558e-35
4.040669780454079429e+00,-1.581800822681566656e-35,1.491748500338191017e-35
2.021666740541501195e+00,-1.163284819604879237e-35,1.186193586076857109e-35
1.798226927430217259e+01,1.433780253256247695e-35,1.116125755639121274e-35
1.596580223921079877e+01,1.140895823072676134e-35,1.652443694826240487e-35
1.395755145078994097e+01,1.546936140264857360e-35,1.235271053109090093e-35
1.196923579168606011e+01,1.446944228004556471e-35,1.653752299257881434e-35
1.000123104934792906e+01,1.407344962811525077e-35,1.478799860378397566e-35
8.032729734662925836e+00,1.475809498924732860e-35,1.270371527135013127e-35
6.046958995917901980e+00,1.386727240542099823e-35,1.555567482476389246e-35
4.038681911747180386e+00,1.166056242126109033e-35,1.257714880527166860e-35
2.020845611374732176e+00,1.150261178453195773e-35,1.256992365501195100e-35
2.000000000000000000e+01,6.772059089223701756e-02,1.277491727733042320e-35
2.000000000000000000e+01,1.153682493722979069e-01,1.398757127687553896e-35
2.000000000000000000e+01,1.223813343690093314e-01,1.026942656464783425e-35
2.000000000000000000e+01,8.378563198489945296e-02,1.072300402978607904e-35
2.000000000000000000e+01,6.124121930382813057e-03,1.173643577683162818e-35
2.000000000000000000e+01,-7.564505930038559200e-02,1.070542198388285071e-35
2.000000000000000000e+01,-1.192826809430838630e-01,1.300547114751809434e-35
2.000000000000000000e+01,-1.163973074403708008e-01,1.095842903268711197e-35
2.000000000000000000e+01,-7.105618736063012975e-02,1.212886815937336528e-35
1.797821456985260369e+01,1.438549821269672894e-35,-1.193190891254509229e-35
1.596251726290899065e+01,1.200455472461156359e-35,-1.496402275918964551e-35
1.395684968329995357e+01,1.676550765278067950e-35,-1.273626966379611979e-35
1.197298494672529223e+01,1.419349419028724907e-35,-1.313830270895417663e-35
1.000349962768891210e+01,1.488780998389626713e-35,-1.336816403835307157e-35
8.032676761512034247e+00,1.632338061327509819e-35,-1.368805516902425898e-35
6.043475892079656298e+00,1.293307009538544994e-35,-1.555417242125733218e-35
4.035282891502623315e+00,1.233313496435888644e-35,-1.318593263315909403e-35
2.018665965698541509e+00,1.569817641075679060e-35,-1.095193823068316488e-35
2.000000000000000000e+01,1.245533558226576159e-35,-6.845357678891429709e-02
2.000000000000000000e+01,9.565589227743943816e-36,-1.158321397001810249e-01
2.000000000000000000e+01,1.158991009262520870e-35,-1.204068419417009816e-01
2.000000000000000000e+01,1.082756699677809054e-35,-7.930399399243161229e-02
2.000000000000000000e+01,9.227067814116673003e-36,-1.673968005799884948e-03
2.000000000000000000e+01,8.999236044825647651e-36,7.770390981512560746e-02
2.000000000000000000e+01,9.651290239527597326e-36,1.236094779920151460e-01
2.000000000000000000e+01,1.055057094465116537e-35,1.216417494436710101e-01
2.000000000000000000e+01,1.164934629310202027e-35,7.344234467101994068e-02
2.000000000000000000e+01,-7.092081060881039178e-02,-1.167743934171355790e-35
2.000000000000000000e+01,-1.187508232346609210e-01,-1.330095720428251995e-35
2.000000000000000000e+01,-1.238940700462978495e-01,-9.570458132753883276e-36
2.000000000000000000e+01,-7.791360660173056452e-02,-9.326994873814516086e-36
2.000000000000000000e+01,7.107460620407395719e-04,-1.025813398421132685e-35
2.000000000000000000e+01,7.845389260550500454e-02,-9.652387446872809805e-36
2.000000000000000000e+01,1.192677567466932514e-01,-9.913894115373162312e-36
2.000000000000000000e+01,1.144246345613310067e-01,-9.265288660077710490e-36
2.000000000000000000e+01,6.967758425692562041e-02,-1.091223437669896456e-35
1.328417567776079444e+01,-5.518853763541330393e-01,-2.184969470589350621e-02
1.621875586339214337e+01,-5.396306437357536456e-01,-1.575770342609261049e-02
1.789783933374947722e+01,-2.742836971373753263e-01,1.453576078053176943e-02
1.845519848063415225e+01,-1.774106118706470555e-03,1.575916340876077140e-02
1.785012684109847569e+01,2.737244950044495084e-01,1.907915788321587133e-02
1.613898762521398922e+01,5.029703167629153704e-01,3.925879298125280192e-02
1.328255450441418439e+01,5.608314037154594756e-01,2.168335113805436309e-02
9.069592659785715876e-35,-7.854160251055145037e-02,8.097355381463645918e-02
9.119014810352399053e-35,-1.374486476289552561e-01,1.052426771528296584e-01
9.051286620367166004e-35,-1.472853639117398250e-01,1.334989936191240123e-01
7.776401300367616688e-35,-9.127834585910638010e-02,1.648298554824529916e-01
8.726391178510883063e-35,-3.037373667777736649e-03,1.800406747227363546e-01
9.910866370530915130e-35,9.242962378112415389e-02,1.629302806744329923e-01
8.431870143309307409e-35,1.372938936661002307e-01,1.360086021095422426e-01
9.804697871856788407e-35,1.316301580720450892e-01,1.052310109627871970e-01
8.805755058383871881e-35,7.900495392304682230e-02,8.027334847728752332e-02
9.470983561761155396e-35,-9.942701837296162581e-02,1.303433927545428472e-01
8.803818267754051252e-35,-1.835402255358416779e-01,1.707482562015076588e-01
9.019272009820435509e-35,-2.070516443054193079e-01,2.203703377037491973e-01
7.674437312260417082e-35,-1.338858058567194420e-01,2.850133955823763721e-01
7.573399539594131621e-35,-1.275693742469435378e-02,3.215072589362276134e-01
7.616118252784738111e-35,1.200738262286650121e-01,2.939106015706664521e-01
8.100945559094445637e-35,1.958363684644032487e-01,2.376689356805881670e-01
8.560656616074088979e-35,1.795079403405378804e-01,1.765228286134340741e-01
8.699401513231754528e-35,1.039538535750910708e-01,1.364463079938759704e-01
9.270574297359204676e-35,-1.293708425803608009e-01,1.403320862559693794e-01
8.562240859722939803e-35,-2.396726307736456729e-01,1.908088305916928740e-01
7.921034062320835704e-35,-2.649792989023869727e-01,2.635702847555054795e-01
6.689978108912556188e-35,-1.871100197752670613e-01,3.206089764433077693e-01
7.367524856536803583e-35,3.841346518415945845e-03,3.461603311880616096e-01
7.455109871513520507e-35,1.654034204439805977e-01,3.373324699565938278e-01
7.965315814100838484e-35,2.817588357589153603e-01,2.628688720109123023e-01
8.674499213527301815e-35,2.443969828026238966e-01,1.914440400569453749e-01
8.595487917151630234e-35,1.383361426497135283e-01,1.440269654370223418e-01
8.675564981164942782e-35,-1.618183295392840448e-01,9.293623298993854143e-02
9.268367648144337212e-35,-2.928717315657735076e-01,1.299820008025398266e-01
7.207601418132000291e-35,-3.241061728736087666e-01,1.840311448109732961e-01
6.670178028541660941e-35,-2.421155033834860304e-01,2.330156706455976667e-01
5.863097063444367277e-35,5.864800573684277908e-03,2.510275488986241643e-01
6.339640434077577075e-35,2.360697455180965632e-01,2.291983055722092433e-01
6.786318573272667291e-35,3.488598315189487264e-01,1.700719788167679991e-01
8.033176945065180369e-35,2.897151012401093517e-01,1.238798161183264357e-01
8.412745307307128997e-35,1.642886388699844880e-01,9.091005175916309911e-02
8.848908771248358395e-35,-1.730238503948475781e-01,9.877354442703748308e-04
8.117752301952816047e-35,-3.080944874660885846e-01,3.345488276259172417e-03
7.078512588137320773e-35,-3.488774084138800968e-01,1.141445430450500377e-02
5.877374947484485210e-35,-2.580623043681666839e-01,5.479259486655941452e-03
5.950248649821923734e-35,-3.802901046575211594e-03,9.117738927404639426e-03
5.823806967567311835e-35,2.443665337760925205e-01,-1.942348300268775330e-03
7.525545202142894397e-35,3.528541304180083382e-01,-3.331667298161672831e-03
8.343970370737928426e-35,3.162134629803275976e-01,5.310118324904804406e-03
8.877459919805655241e-35,1.757630693840668834e-01,2.303781522127606313e-03
8.890731074273769496e-35,-1.656170397247114512e-01,-8.988004475167309104e-02
8.440904501687040194e-35,-2.875655947896493259e-01,-1.318228031991053872e-01
7.539819763706637025e-35,-3.175727709011650357e-01,-1.825970250702488307e-01
7.873597915548073535e-35,-2.334553851217705811e-01,-2.300351682007759635e-01
6.597146012185192267e-35,-4.097090246162024205e-03,-2.553385425919870722e-01
6.280716922214105903e-35,2.181119802287423137e-01,-2.232525764520676137e-01
7.323215874864096369e-35,3.224897547903137207e-01,-1.728787412689657133e-01
8.124566229669219539e-35,2.982920627208647257e-01,-1.279376851112208058e-01
8.597787295368080021e-35,1.650249839642835836e-01,-9.230972728123644500e-02
9.024805011509390588e-35,-1.353642339239549131e-01,-1.416265871929781039e-01
8.136791636464617823e-35,-2.340110898718549270e-01,-1.893371769894047207e-01
