fx,fy,fz
4.319517543956809646e+00,7.343497925806005355e+01,5.820832419248007028e+01
2.357921189440923992e+00,-1.468660771498191195e+02,1.164284801892287362e+02
4.154527895085734279e+00,-7.366116303089117423e+01,-1.163919105328018020e+02
2.570526197439420901e+00,1.468224749161916236e+02,-5.837200586038708394e+01
-4.379755762759192095e+00,-7.344828316363668819e+01,5.826517750032950715e+01
-2.520427282069983121e+00,-1.465733784466765997e+02,-5.834155690563715524e+01
-4.097114291604631475e+00,7.360827626417325575e+01,-1.163297043195973259e+02
-2.224688045804394498e+00,1.467844710526502467e+02,1.163927963537415877e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.242737036043772392e+00,0.000000000000000000e+00,1.741165835126926140e+02
9.774043360081748233e+00,0.000000000000000000e+00,1.722053716954380036e+02
1.287835051082935145e+01,0.000000000000000000e+00,1.694477310227703981e+02
1.603639581110870793e+01,0.000000000000000000e+00,1.665628490607452932e+02
1.657590104672998876e+01,0.000000000000000000e+00,1.652268844693867607e+02
1.524436472618198479e+01,0.000000000000000000e+00,1.659027576322029347e+02
1.207974432049853419e+01,0.000000000000000000e+00,1.678893457297573946e+02
8.790456142187485611e+00,0.000000000000000000e+00,1.723459734502610274e+02
6.728826660736479504e+00,0.000000000000000000e+00,1.738898899162452949e+02
6.306960895852510518e+00,-2.199466805531994567e+02,0.000000000000000000e+00
3.313458260059019889e+00,-2.187282395782684432e+02,0.000000000000000000e+00
-1.379694923040577059e+00,-2.151500139015612376e+02,0.000000000000000000e+00
-5.899132832622443701e+00,-2.120919275205701240e+02,0.000000000000000000e+00
-8.227386908525064158e+00,-2.115438068401550993e+02,0.000000000000000000e+00
-6.894417883976577066e+00,-2.131154880690236837e+02,0.000000000000000000e+00
-2.562957420157229826e+00,-2.168613816140922665e+02,0.000000000000000000e+00
1.986471679860565498e+00,-2.184406915288862763e+02,0.000000000000000000e+00
5.381235199141450209e+00,-2.199903182280335443e+02,0.000000000000000000e+00
6.840873992567201967e+00,0.000000000000000000e+00,-1.739171581921441145e+02
9.684586396566771782e+00,0.000000000000000000e+00,-1.717165539624047597e+02
1.244350328604583211e+01,0.000000000000000000e+00,-1.685337803257720282e+02
1.580426570997467550e+01,0.000000000000000000e+00,-1.651784699425247709e+02
1.654925290710261265e+01,0.000000000000000000e+00,-1.654820637339498717e+02
1.516551291932475287e+01,0.000000000000000000e+00,-1.659579885983168595e+02
1.189174060816512757e+01,0.000000000000000000e+00,-1.698193257379124077e+02
9.186242115797387697e+00,0.000000000000000000e+00,-1.722443872441357371e+02
7.248046575077847997e+00,0.000000000000000000e+00,-1.740565263570244667e+02
6.295773750125270851e+00,2.199860960552010170e+02,0.000000000000000000e+00
3.454403643807655300e+00,2.182749544098435308e+02,0.000000000000000000e+00
-9.457060247360159488e-01,2.155815795892140443e+02,0.000000000000000000e+00
-5.533585338768261863e+00,2.122827086334413593e+02,0.000000000000000000e+00
-8.207175813360390038e+00,2.118282484378151764e+02,0.000000000000000000e+00
-6.863397805074326286e+00,2.130265366604550366e+02,0.000000000000000000e+00
-2.684970350474963130e+00,2.169793983007127167e+02,0.000000000000000000e+00
2.311863778114609858e+00,2.192456774594035380e+02,0.000000000000000000e+00
5.321203857284693584e+00,2.201136337962026062e+02,0.000000000000000000e+00
0.000000000000000000e+00,-2.192212275841229427e+02,1.737955433292881366e+02
0.000000000000000000e+00,-2.174342483261814891e+02,1.723412149966521554e+02
0.000000000000000000e+00,-2.148554620329586555e+02,1.700358855013415109e+02
0.000000000000000000e+00,-2.127131439656220095e+02,1.688050189920150785e+02
0.000000000000000000e+00,-2.114521865055381795e+02,1.687681189106085924e+02
0.000000000000000000e+00,-2.140151758597508547e+02,1.692983837671877154e+02
