fx,fy,fz
-5.226399626384528347e+03,9.078954393653759780e-02,-5.486035509433833113e-01
-5.537893143475969282e-03,1.241242540489916064e+04,-4.582683350954681600e-01
-8.350526181318684849e-01,1.277763723578715371e-01,1.241805567972697099e+04
5.226399626485713270e+03,8.201588238056984892e-01,-2.774854722185580158e-01
-6.559119430547255547e-01,-1.241242540484206256e+04,3.082574885886231186e-01
-9.798569345562384569e-01,4.924088687872369974e-01,-1.241805567977786814e+04
