fx,fy,fz
-1.363626695862702945e+04,-3.851948605320615115e+00,4.540530174382695350e-02
-3.036045573588253887e+00,-1.363149623355788390e+04,1.248374010131243494e+00
-1.465923301285386060e+00,-4.409567347656206948e-02,-1.080676026746350544e+04
1.363626695480720264e+04,-2.872372183118017119e-01,-1.070812624793788359e+00
-3.921281578811743884e-01,1.363149623260897715e+04,6.734159185262029723e-01
-2.658216389705074789e-01,-1.644010621233519487e+00,1.080676026816127160e+04
