sxx,syy,szz,sxy,sxz,syz,smises
1.532838159426477276e-01,4.131289326180761501e-01,3.667911802506407803e-01,3.688447813702204481e-02,-7.222459141934092774e-02,1.301254500406734751e-02,2.790422439575195312e-01
1.330109382219990810e-01,3.838182314814933549e-01,4.115175111105239814e-01,6.186611542411430721e-03,-4.354438613824605092e-02,-2.799159736610688960e-03,2.764876186847686768e-01
2.016568469415183362e-01,3.851983469615278266e-01,3.829494496751426613e-01,1.887324348755379730e-03,-4.408446240935229299e-02,-1.267605586573450176e-03,1.978019177913665771e-01
1.480121575660537092e-01,4.574390386334563630e-01,4.108094456294721919e-01,3.327801932452418426e-02,-6.098574995318803427e-02,-2.975490826711734565e-02,3.172175884246826172e-01
2.039345338808971064e-01,3.835768257673833337e-01,3.355787715499393142e-01,1.479793882790933664e-02,-1.238411372525109744e-01,2.167048157641438683e-02,2.720814943313598633e-01
1.970850181507163013e-01,4.672133903055192272e-01,3.468792293798956816e-01,1.175356674716715455e-03,-1.221908921775727436e-01,4.549021282667641691e-02,3.254966139793395996e-01
3.493150838232114141e-01,3.020234340001146656e-01,3.270695200418546333e-01,-2.174030364053228942e-02,-1.605383750216893626e-02,-2.781862576981892349e-02,7.868966460227966309e-02
3.412409728277813192e-01,2.958666267761153601e-01,3.205972522115324574e-01,-1.588210436809445875e-02,-9.102327178612479308e-03,-3.350116526891871310e-02,7.694520056247711182e-02
3.511100913936617829e-01,2.937348826753607423e-01,3.281063906829577714e-01,-4.665972378869823536e-03,-3.931567278872678817e-03,-1.372073867815663470e-02,5.637113004922866821e-02
3.556737121610810126e-01,2.966769154130142749e-01,3.041824637692427946e-01,-7.489495935183748676e-03,-2.746109356692988130e-03,-2.479159765963184076e-02,7.161650061607360840e-02
3.453757628837585969e-01,2.963855972307920528e-01,3.063142813475749349e-01,-5.822897480356145107e-03,-4.128311404343274968e-03,-2.344982158254588916e-02,6.176355481147766113e-02
3.399325379956821269e-01,3.084329745988316218e-01,3.067925767159548345e-01,-9.206731914658533925e-03,-3.967032088483035679e-03,-1.273506771728239242e-02,4.283263906836509705e-02
3.388724797745016337e-01,2.914868528807436077e-01,3.097321759354005333e-01,-3.446072699911825223e-03,-6.011402923204773804e-03,-1.072104536730919370e-02,4.693168401718139648e-02
3.151205048625997929e-01,2.944851222814268699e-01,3.307089263454990324e-01,1.869405546246494937e-02,1.213859333688419376e-02,-1.368720019004977112e-02,5.516292899847030640e-02
3.156950538304640896e-01,3.475995670816298677e-01,3.052477622099415422e-01,2.323902980497549123e-03,-1.058263042408180872e-02,6.345863019778608203e-04,4.258809238672256470e-02
3.103089642747662857e-01,3.067064265394583433e-01,3.092754406769142594e-01,3.090774747477074980e-02,2.670580575308250867e-02,-3.142993745548991469e-02,8.932700008153915405e-02
3.225290964152516260e-01,2.888688497792316623e-01,3.220135661314226794e-01,2.505465270942895673e-02,1.912687788994263394e-02,-2.470649321338821980e-02,7.699270546436309814e-02
3.061916819234164477e-01,3.175915150470592363e-01,3.184239695284080129e-01,2.950117792201485678e-02,2.849036560265848575e-02,-2.106921977939749807e-02,8.073373883962631226e-02
3.132490281181257719e-01,2.960048910751245099e-01,3.291382303606367188e-01,1.911042223584745459e-02,1.389466186147779794e-02,-1.473751442309867779e-02,5.612677708268165588e-02
3.362670689496747300e-01,2.874242546498251283e-01,3.394647212048485518e-01,4.256619189057653241e-02,2.811232219817014211e-02,-3.656677943426104443e-02,1.198747903108596802e-01
3.129670118876412555e-01,3.160825355304901496e-01,3.240573711029020587e-01,1.449137008574246212e-03,1.536186764758331463e-03,-2.144398956405169088e-03,1.119487453252077103e-02
3.120725364484350228e-01,3.123513652640294569e-01,3.313752006396781802e-01,2.908003264217766740e-02,2.303239358388770031e-02,-2.196733320101078996e-02,7.709343731403350830e-02
2.784966151054126260e-01,3.154346510435889206e-01,3.275232112457206468e-01,3.495826967556801834e-02,5.377870920773749480e-02,-3.992944356357636115e-02,1.381406933069229126e-01
3.208899558895708659e-01,3.044172950398656430e-01,3.315261525080600014e-01,1.304834603094105240e-02,1.053375149480129287e-02,-1.025145795236677426e-02,4.145622625946998596e-02
3.347755575898385128e-01,3.124708634327839074e-01,3.104127733723170413e-01,1.984249016308722510e-02,1.615797197009619449e-02,-3.318079021606566703e-02,7.625580579042434692e-02
3.204464727437241756e-01,2.942699064448932589e-01,3.271149737206117680e-01,2.359542202404101355e-02,1.663922649059935976e-02,-1.962791353480596718e-02,6.753390282392501831e-02
3.203590230804232997e-01,3.039032881493963223e-01,3.135488731404297291e-01,1.262797011125668840e-02,1.274024364197524038e-02,-1.388686564139044767e-02,4.182076826691627502e-02
3.340123079086547153e-01,2.967263554339937826e-01,3.073507619284508441e-01,1.775033720694616651e-02,1.627582807720520663e-02,-2.433981595063343037e-02,6.800139695405960083e-02
3.370255952180334913e-01,2.967142545915707474e-01,3.288845700983955567e-01,1.764489137695709337e-02,2.247049583496957617e-02,-2.294616960532668698e-02,7.342670857906341553e-02
