fx,fy,fz
-3.662219319788111989e+03,-6.149427341476609854e-02,-6.524918664108838584e-01
-1.086000560676747995e+00,-3.659095480530926579e+03,8.488941225929806933e-01
-2.006808857241736632e+00,-1.826723017540025751e+00,3.051370638851301919e+04
3.662219319532592181e+03,-1.468138292751000051e-01,-4.737758303226087264e-01
-5.230871573759898752e-01,3.659095480506695822e+03,-4.038624957629508572e-01
-2.923908834452198846e+00,9.496876852414573023e-01,-3.051370638965599937e+04
