fx,fy,fz
8.941305804953019106e+03,1.485107750104987190e+00,-9.302802043157356593e-01
1.708648932618885397e+00,1.515835838285639329e+04,-9.379815779798406084e-01
-2.944898844043279951e-01,1.050731447274273478e-01,1.516740981456931695e+04
-8.941305804569996326e+03,4.755783587845598959e-01,6.528512448575440885e-01
-1.741556096815131127e-01,-1.515835838284367128e+04,2.260337914504049195e-01
-1.254949222592564695e+00,1.699539243549565981e+00,-1.516740981460485455e+04
