fx,fy,fz
-3.011247459411359159e+03,2.814390543456468663e-02,-8.158512503383406056e-01
-9.991717941076210252e-01,-3.008674684883781538e+03,8.383772736363255262e-01
-1.751864112552123487e+00,-1.911580086346720719e+00,2.871223411197870155e+04
3.011247459415856156e+03,-1.724947866647283945e-01,-4.845730494032522984e-01
-4.911458780413759939e-01,3.008674684876174979e+03,-3.480338763250472311e-01
-2.930447880270360628e+00,1.111608437206772493e+00,-2.871223411200853661e+04
