fx,fy,fz
3.613308071989066957e+04,2.432887267056116798e+00,1.069395433951569885e+00
4.668075743535297306e+00,3.611701788617285638e+04,-1.231182583203178638e+00
3.963180058776856640e+00,3.283864669423337546e+00,-3.952780127260282461e+04
-3.613308071947424469e+04,-3.072719898596005805e-01,1.325615610870727323e+00
2.260854045003696910e+00,-3.611701790001247718e+04,8.886247730846719151e-01
4.230989668462314057e+00,-5.147825608475500303e-01,3.952780127220160648e+04
