ux,uy,uz
7.063090962881216767e-36,4.606923721847556676e-36,-2.000000000000000000e+01
4.647486744026356227e-36,0.000000000000000000e+00,-2.000000000000000000e+01
6.137500048186367113e-36,0.000000000000000000e+00,-5.377002109485802143e-35
6.239094044955335591e-36,6.627761403809922681e-36,-1.351756551863805779e-35
-7.651390967742377964e-36,0.000000000000000000e+00,-2.000000000000000000e+01
-5.476417500105050563e-36,0.000000000000000000e+00,-1.063400750455653459e-35
-6.176436880405529961e-36,4.602915297563099194e-36,-4.941444692623651655e-35
-2.302577937440323666e-36,6.780850130443306701e-36,-2.000000000000000000e+01
3.461921193062525437e-02,-1.194723118686028762e+00,-1.000141102489686240e+01
2.631781801637130686e-02,1.165136924878428459e+00,-9.898892180565695753e+00
1.233413155055481155e-35,1.874218459317855690e-02,-2.000000000000000000e+01
1.279103819875537347e-35,3.064456622665279184e-02,-2.000000000000000000e+01
1.509010995671678203e-35,3.219367120518157321e-02,-2.000000000000000000e+01
1.227695525167794701e-35,2.068183109719701207e-02,-2.000000000000000000e+01
1.341515828069430098e-35,-2.334834692719667260e-03,-2.000000000000000000e+01
1.381948877273019824e-35,-2.304421556463509546e-02,-2.000000000000000000e+01
1.293629662670863498e-35,-3.208261160774306120e-02,-2.000000000000000000e+01
1.423639505688055499e-35,-3.036419248396526882e-02,-2.000000000000000000e+01
1.144925519587087061e-35,-1.647735714034226362e-02,-2.000000000000000000e+01
1.227961884308553550e-35,0.000000000000000000e+00,-1.798597129581537857e+01
1.289306307590066791e-35,0.000000000000000000e+00,-1.597500325521917652e+01
9.589563597326636827e-36,0.000000000000000000e+00,-1.397256023892417787e+01
1.066572571934417359e-35,0.000000000000000000e+00,-1.198232761725299866e+01
9.117943928426436178e-36,0.000000000000000000e+00,-9.999496375239965928e+00
1.074812652756455192e-35,0.000000000000000000e+00,-8.018096997219416266e+00
1.042278660891654822e-35,0.000000000000000000e+00,-6.028051833189255859e+00
1.346893120774434521e-35,0.000000000000000000e+00,-4.024161844206215477e+00
1.132578149021682932e-35,0.000000000000000000e+00,-2.013724941200958352e+00
1.211960599167189674e-35,-1.702262720737124368e-02,-7.140850761751907052e-35
1.267320436067717372e-35,-3.114107357296447276e-02,-6.920481504897347687e-35
1.283688285484395629e-35,-3.295871192434063346e-02,-6.938090534900285854e-35
1.297895120070810322e-35,-2.217764404418609558e-02,-7.203964251210136316e-35
1.348690602949664602e-35,1.401413357879022215e-03,-7.353629088530139883e-35
1.379045627870396960e-35,2.260936809260183367e-02,-6.721972605756410768e-35
1.307274319999867863e-35,3.344718166793470004e-02,-7.594519877427672331e-35
1.148228132371964774e-35,3.060937602309499184e-02,-7.465651031698680138e-35
1.375745186933586984e-35,1.705542105074298043e-02,-7.476182633981319507e-35
1.229745988411808959e-35,1.148108813287504767e-35,-2.014582380935008743e+00
1.082799876138569073e-35,1.278619359179149732e-35,-4.025741490910122344e+00
1.279377925095488910e-35,8.803513975043009333e-36,-6.028338507961746195e+00
8.926129852256267257e-36,1.069011813823503091e-35,-8.019470107755308774e+00
9.290691373370564958e-36,7.854407861672748176e-36,-1.000086559686035237e+01
9.571614603377192956e-36,8.259717927564655533e-36,-1.198281873144137499e+01
1.041735252153899625e-35,9.199479916890389189e-36,-1.397424395491725768e+01
1.140375822677149961e-35,1.009283503655234329e-35,-1.597782827519381321e+01
1.305488546657022812e-35,1.123049350996104122e-35,-1.798759283031158773e+01
1.923701986208171261e-02,0.000000000000000000e+00,-2.000000000000000000e+01
3.207829888134104690e-02,0.000000000000000000e+00,-2.000000000000000000e+01
3.539309018421064879e-02,0.000000000000000000e+00,-2.000000000000000000e+01
2.267061037526721390e-02,0.000000000000000000e+00,-2.000000000000000000e+01
1.467982612240651460e-03,0.000000000000000000e+00,-2.000000000000000000e+01
-2.058861603566473908e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-3.074269602857398337e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-2.767962781156216648e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-1.523699678229865732e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-1.171405199191726945e-35,0.000000000000000000e+00,-1.798801010842721837e+01
-1.273001288520261765e-35,0.000000000000000000e+00,-1.597735835920180136e+01
-8.920137990838664477e-36,0.000000000000000000e+00,-1.397639949477156840e+01
-1.140422523015361157e-35,0.000000000000000000e+00,-1.198296208141283081e+01
-1.041252455519352898e-35,0.000000000000000000e+00,-9.998858513672471915e+00
-8.483897476777876767e-36,0.000000000000000000e+00,-8.015418698074505244e+00
-1.178369358344712837e-35,0.000000000000000000e+00,-6.023947084635758564e+00
-1.285194950092742196e-35,0.000000000000000000e+00,-4.023338033326945506e+00
-1.354475084683691769e-35,0.000000000000000000e+00,-2.013983530479254824e+00
-1.768905851968735621e-02,0.000000000000000000e+00,-6.948651275936045669e-35
-2.920080820024453100e-02,0.000000000000000000e+00,-8.920404153769948478e-35
-3.067649821303915919e-02,0.000000000000000000e+00,-7.035092810203960669e-35
-1.885341589878002794e-02,0.000000000000000000e+00,-8.716012160770208192e-35
3.168738339128714630e-03,0.000000000000000000e+00,-6.646145217356926977e-35
2.531883065551976397e-02,0.000000000000000000e+00,-6.667092967907651226e-35
3.518013773784992027e-02,0.000000000000000000e+00,-9.319126716080200471e-35
3.045572739053588329e-02,0.000000000000000000e+00,-8.915701121540863210e-35
1.564918248855128036e-02,0.000000000000000000e+00,-7.423523338162241416e-35
-1.434012699833219114e-02,1.379812340291803806e-35,-6.984469976301721337e-35
