ux,uy,uz
-4.668963434520760243e-36,-2.998036278458416069e-36,-2.000000000000000000e+01
-2.945094055392177806e-36,0.000000000000000000e+00,-2.000000000000000000e+01
-4.054066765819191725e-36,0.000000000000000000e+00,-3.510665689785987568e-35
-4.011680238595979132e-36,-4.371830027208593753e-36,-8.820906821341294881e-36
5.129861692084037180e-36,0.000000000000000000e+00,-2.000000000000000000e+01
3.553202769074503470e-36,0.000000000000000000e+00,-6.917772058370227903e-36
4.072521444443228466e-36,-2.977404230611192326e-36,-3.226765304724205195e-35
1.469419106554004107e-36,-4.562453654948622003e-36,-2.000000000000000000e+01
-1.012652912178473377e-02,-1.438111881653505453e-01,-1.000472912256932823e+01
8.314553185764465143e-03,8.073519993120470417e-02,-9.891416342726735422e+00
-7.756094117154285533e-36,6.389024327134351644e-02,-2.000000000000000000e+01
-7.061186165102191238e-36,1.075068976317421487e-01,-2.000000000000000000e+01
-6.995479536181321143e-36,1.113785701525973337e-01,-2.000000000000000000e+01
-4.830033020639562139e-36,7.064765750727008964e-02,-2.000000000000000000e+01
-5.177046538761791870e-36,-4.000310422775044117e-03,-2.000000000000000000e+01
-5.717281558679013060e-36,-7.459455443093077065e-02,-2.000000000000000000e+01
-6.574267694522135765e-36,-1.102581194210507931e-01,-2.000000000000000000e+01
-8.375924201440474542e-36,-1.106903666163336908e-01,-2.000000000000000000e+01
-7.392205307629592163e-36,-6.457999811772552334e-02,-2.000000000000000000e+01
-8.185792606491096827e-36,0.000000000000000000e+00,-1.796392811777468879e+01
-9.580289864898053674e-36,0.000000000000000000e+00,-1.593735555632848566e+01
-8.324131229581649451e-36,0.000000000000000000e+00,-1.393372471008757785e+01
-1.090871720182275635e-35,0.000000000000000000e+00,-1.195685435255714779e+01
-1.019778036283570126e-35,0.000000000000000000e+00,-9.998717311269086139e+00
-1.130711118128142822e-35,0.000000000000000000e+00,-8.042490077298690920e+00
-9.259097588166407197e-36,0.000000000000000000e+00,-6.065998171566477914e+00
-1.032508062708714030e-35,0.000000000000000000e+00,-4.060235785169417966e+00
-7.656930945164812330e-36,0.000000000000000000e+00,-2.035384530320861973e+00
-7.869061032281730813e-36,-6.575398513881935969e-02,-4.657603086519599475e-35
-7.175559075168719559e-36,-1.102187526183584509e-01,-4.518257604236272379e-35
-6.356090764632808075e-36,-1.113230302815821915e-01,-4.530853645336683020e-35
-5.351068039164921339e-36,-7.025223300969685170e-02,-4.702604533679388785e-35
-5.260859478311976843e-36,7.585778811749932515e-03,-4.803462768996207423e-35
-5.896291027472271261e-36,7.764194927699641369e-02,-4.397306178601776510e-35
-6.326725254063900999e-36,1.161913722310377040e-01,-4.946840686940258012e-35
-6.631380208124036727e-36,1.082815508739685129e-01,-4.875575968349147278e-35
-8.808463743391563307e-36,6.218914602292890947e-02,-4.882032590714520514e-35
-8.203669022980622403e-36,-7.768745462087015622e-36,-2.036104422967842442e+00
-8.051052927109167331e-36,-9.724911862886480493e-36,-4.062429080010121041e+00
-1.102706476324138763e-35,-8.152926450228438511e-36,-6.067563619711673795e+00
-9.131974769427280322e-36,-1.122058060801397105e-35,-8.045401406114093490e+00
-1.020453800331493156e-35,-8.849722991034897032e-36,-1.000251142288121642e+01
-1.003380309711972934e-35,-8.555753261085057352e-36,-1.195936645952542676e+01
-9.445167998281252964e-36,-7.908991810929599410e-36,-1.393627330923929186e+01
-8.745533886338677026e-36,-7.365501994930801664e-36,-1.594137378211328659e+01
-8.948851128740472472e-36,-7.470062905708840397e-36,-1.796601321453077205e+01
6.619321370371411550e-02,0.000000000000000000e+00,-2.000000000000000000e+01
1.084702987460945817e-01,0.000000000000000000e+00,-2.000000000000000000e+01
1.129109578626683597e-01,0.000000000000000000e+00,-2.000000000000000000e+01
6.866470435691689189e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-4.130323028721348197e-03,0.000000000000000000e+00,-2.000000000000000000e+01
-7.551734882827371154e-02,0.000000000000000000e+00,-2.000000000000000000e+01
-1.132116917484947555e-01,0.000000000000000000e+00,-2.000000000000000000e+01
-1.054380641979624916e-01,0.000000000000000000e+00,-2.000000000000000000e+01
-6.156594477621044753e-02,0.000000000000000000e+00,-2.000000000000000000e+01
