fx,fy,fz
-2.627419303182091971e+04,-1.459989311442370763e+00,-5.066063329335612764e-02
-2.297030363030017952e+00,-2.626817386264784000e+04,1.055300022267713800e+00
-1.585967360722520425e+00,-1.762362171111959697e+00,-5.628386884907575904e+02
2.627419303164051598e+04,-3.712819423040514266e-02,-9.529606977584421657e-01
-9.257913719874295566e-01,2.626817386262875516e+04,-1.320712864204214299e-01
-1.905551122892688909e+00,2.158563649078928393e-01,5.628386887689127889e+02
