fx,fy,fz
5.031367175345767464e+03,1.257625610994715259e+00,-5.039510346668478746e-01
5.380706903543845954e-01,5.029354505687148958e+03,-1.513621313031165982e-02
-1.627271205231792806e-01,-7.251431167982111958e-01,1.052479733706690422e+04
-5.031367175290760315e+03,-1.917965113860873316e-01,5.604935151076517741e-02
1.751352522932094757e-01,-5.029354505655421235e+03,-6.399168420671941249e-02
-1.185187507380454974e+00,9.217289903149676888e-01,-1.052479733729498912e+04
