fx,fy,fz
-3.133015857543930949e+01,1.141676962505384019e+01,1.571179442149824013e+01
-1.566612208172202081e+01,-2.296038450533631448e+01,3.129563984882798522e+01
-3.143431855694075239e+01,-1.160912784207120652e+01,-3.139821512566500061e+01
-1.564486574933716767e+01,2.265192936462909046e+01,-1.566580531692610556e+01
3.128006891841139492e+01,-1.143924507186893536e+01,1.569533611204895784e+01
1.562358383511143067e+01,-2.265826669706167706e+01,-1.564286472937238415e+01
3.136403944829012147e+01,1.159619028060695634e+01,-3.135232790713634898e+01
1.569608862422412621e+01,2.285209404700818325e+01,3.127274992947781840e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.654539526031131658e+01,0.000000000000000000e+00,4.673872245591401509e+01
-4.514716505069286256e+01,0.000000000000000000e+00,4.558920577094085758e+01
-4.325749671846635636e+01,0.000000000000000000e+00,4.395709977065317275e+01
-4.186252197620548543e+01,0.000000000000000000e+00,4.248839643062681404e+01
-4.164679439045410447e+01,0.000000000000000000e+00,4.164543647836360662e+01
-4.251033310472393367e+01,0.000000000000000000e+00,4.198894391946336668e+01
-4.383752826398711022e+01,0.000000000000000000e+00,4.316218657307649664e+01
-4.564948036385710850e+01,0.000000000000000000e+00,4.538325558349259126e+01
-4.682247814839553257e+01,0.000000000000000000e+00,4.656832189530572919e+01
-4.702887229156587523e+01,-3.430890902269705833e+01,0.000000000000000000e+00
-4.771287496539666506e+01,-3.408870317797975247e+01,0.000000000000000000e+00
-4.879101755491399928e+01,-3.336492051382384716e+01,0.000000000000000000e+00
-4.956110323320361033e+01,-3.271922452491141087e+01,0.000000000000000000e+00
-5.017891552800251276e+01,-3.262918764793131743e+01,0.000000000000000000e+00
-5.006382115207352967e+01,-3.300087045964910004e+01,0.000000000000000000e+00
-4.906651561334858513e+01,-3.371635122063480594e+01,0.000000000000000000e+00
-4.816943144489301432e+01,-3.394479396644692315e+01,0.000000000000000000e+00
-4.736443067806224860e+01,-3.441070384247574765e+01,0.000000000000000000e+00
-4.669139238058627939e+01,0.000000000000000000e+00,-4.651994637016316858e+01
-4.510869664851752248e+01,0.000000000000000000e+00,-4.526366665776287590e+01
-4.356414786983805243e+01,0.000000000000000000e+00,-4.351163719971327026e+01
-4.198150659560308640e+01,0.000000000000000000e+00,-4.182881495890936208e+01
-4.156442498603465197e+01,0.000000000000000000e+00,-4.181567022516212973e+01
-4.229422951569643629e+01,0.000000000000000000e+00,-4.231992401561333139e+01
-4.398600414366957523e+01,0.000000000000000000e+00,-4.407111974692774936e+01
-4.561678224889538313e+01,0.000000000000000000e+00,-4.559340536284376810e+01
-4.671582105098421778e+01,0.000000000000000000e+00,-4.672345056532278562e+01
-4.709374886474814303e+01,3.418244131339858427e+01,0.000000000000000000e+00
-4.768699382303432088e+01,3.390570161135694605e+01,0.000000000000000000e+00
-4.858104249755356818e+01,3.339098869195725428e+01,0.000000000000000000e+00
-4.950476866469651327e+01,3.274092656229916543e+01,0.000000000000000000e+00
-5.015746220610903094e+01,3.264191644466461639e+01,0.000000000000000000e+00
-4.992490799339677210e+01,3.280288900891382298e+01,0.000000000000000000e+00
