fx,fy,fz
-8.548793514485523701e+03,-1.149851844391236000e+00,-1.826523968467128611e-01
1.356794921068953386e-01,5.332129577612550747e+03,-7.863838240067764218e-01
-3.215031188795052230e-01,1.344855036024256378e+00,-8.549023005734885373e+03
8.548782442826226543e+03,1.236755325429804486e+00,3.341568181317526864e-01
-9.476080661703463193e-01,-5.332132283351393198e+03,-2.377483188976015072e-02
3.729328364438231347e-01,8.333934748802107606e-02,8.549026531096891631e+03
