fx,fy,fz
1.460841270552883998e+03,3.123507241001277634e-01,3.796179563337602758e-01
3.098999945784975729e+00,3.189640705290820551e+04,-1.766303318032441894e+00
1.020704329174611402e+00,4.022192989990060141e+00,-2.585548032866324866e+04
-1.460841270546866781e+03,1.887730491997956506e+00,7.046746685450386849e-01
-5.081273432987698513e-01,-3.189640705289987454e+04,4.432577299612319166e-01
2.402280562759079530e+00,-4.586758322038519964e-01,2.585548032866138601e+04
