fx,fy,fz
-2.888047611996834974e+01,2.002114146210845491e-01,1.446940596716693861e+01
-1.440769297228308155e+01,-6.424236648258736526e-01,2.883512411004812037e+01
-2.893776118787286933e+01,-4.453060034953746360e-01,-2.884043341436219521e+01
-1.446362567572333369e+01,1.857224908180189205e-01,-1.447885155592580375e+01
2.883906619684622896e+01,-2.222130569986225379e-01,1.442502553925238651e+01
1.441851446978369466e+01,-2.756207151596296034e-01,-1.442488852874043914e+01
2.884706656341226250e+01,4.111764404817014329e-01,-2.885906904474303047e+01
1.442561344180170124e+01,4.890526043917152732e-01,2.878965841016782434e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.296035223930822156e+01,0.000000000000000000e+00,4.310093760686738307e+01
-4.201676552109136509e+01,0.000000000000000000e+00,4.234024791056531711e+01
-4.069721522327415641e+01,0.000000000000000000e+00,4.131627513242912642e+01
-4.001341359007034981e+01,0.000000000000000000e+00,4.065407582945997689e+01
-3.994835930057690376e+01,0.000000000000000000e+00,3.998529751633476792e+01
-4.056293300006667124e+01,0.000000000000000000e+00,4.022195307497602812e+01
-4.131223215837042062e+01,0.000000000000000000e+00,4.064920572527133658e+01
-4.236985737953373388e+01,0.000000000000000000e+00,4.238641004806863322e+01
-4.316895556001163214e+01,0.000000000000000000e+00,4.298831221372782352e+01
-4.324409314109728086e+01,-8.044748197219083741e-01,0.000000000000000000e+00
-4.352091586399428991e+01,-8.734799698734114770e-01,0.000000000000000000e+00
-4.416496101935884866e+01,-6.791531171416138601e-01,0.000000000000000000e+00
-4.445272835316455229e+01,-3.853838880579978365e-01,0.000000000000000000e+00
-4.490602081487200792e+01,-1.816079706541228467e-01,0.000000000000000000e+00
-4.493813703445766095e+01,-3.502652774322339013e-01,0.000000000000000000e+00
-4.424746352982677422e+01,-6.915987817460830245e-01,0.000000000000000000e+00
-4.389628717262048241e+01,-6.609680593816060767e-01,0.000000000000000000e+00
-4.346804266831377106e+01,-9.474169844544519936e-01,0.000000000000000000e+00
-4.315896370101679480e+01,0.000000000000000000e+00,-4.292985357344434760e+01
-4.211567720303786189e+01,0.000000000000000000e+00,-4.226758259250878069e+01
-4.120207064680712250e+01,0.000000000000000000e+00,-4.115495456514583594e+01
-4.011218741935435617e+01,0.000000000000000000e+00,-3.993373145884459774e+01
-3.989471445821550333e+01,0.000000000000000000e+00,-4.011158698354338981e+01
-4.035899608157172480e+01,0.000000000000000000e+00,-4.043630424407300694e+01
-4.129193308744551416e+01,0.000000000000000000e+00,-4.141891335778529992e+01
-4.242780941562875796e+01,0.000000000000000000e+00,-4.236995962350236766e+01
-4.315641008374101517e+01,0.000000000000000000e+00,-4.311375749037750893e+01
-4.338569895077436200e+01,6.594688129910454277e-01,0.000000000000000000e+00
-4.356467645527089871e+01,6.956519723508408637e-01,0.000000000000000000e+00
-4.399736563945633350e+01,5.187483939238307640e-01,0.000000000000000000e+00
-4.448689823422280654e+01,3.601224679132962736e-01,0.000000000000000000e+00
-4.487783998836430754e+01,7.304374564519450219e-02,0.000000000000000000e+00
-4.478141211859042414e+01,1.554076433231063870e-01,0.000000000000000000e+00
-4.441346184640318739e+01,3.791193630586376373e-01,0.000000000000000000e+00
-4.378695694060112942e+01,5.273075772238797754e-01,0.000000000000000000e+00
-4.338606986655876341e+01,6.320322500907892271e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.359448155149823645e-01,4.329974520401464844e+01
0.000000000000000000e+00,-6.827217399098094441e-01,4.354386082132425173e+01
0.000000000000000000e+00,-3.332093667435388484e-01,4.424288164907057563e+01
0.000000000000000000e+00,-2.740493593686311735e-01,4.476044169442720033e+01
0.000000000000000000e+00,-1.673008258460706721e-01,4.502661103595323766e+01
0.000000000000000000e+00,-4.948506656981903062e-01,4.466669796852112029e+01
0.000000000000000000e+00,-6.686550004907373390e-01,4.399714847144988283e+01
0.000000000000000000e+00,-9.132607086405586383e-01,4.363308225553330288e+01
0.000000000000000000e+00,-8.332571038649395634e-01,4.321253130275545118e+01
4.327681566772640309e+01,-6.773271791127628561e-01,0.000000000000000000e+00
