ux,uy,uz
9.197565635702664160e-37,-3.511929432619770042e-35,2.000000000000000000e+01
4.892839772899505597e-37,-2.000000000000000000e+01,2.000000000000000000e+01
8.754583207233993843e-37,-2.000000000000000000e+01,4.662564019441847252e-35
6.539485257712022063e-37,-5.083860137786932073e-35,1.167721197659074989e-35
0.000000000000000000e+00,-2.000000000000000000e+01,2.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,9.194859168831394683e-36
0.000000000000000000e+00,-3.520935280135676148e-35,4.284366608719573589e-35
0.000000000000000000e+00,-5.258705617188755689e-35,2.000000000000000000e+01
1.149418059927498348e-02,-9.527644328038825661e-01,1.001498821889006408e+01
7.776520563046673828e-03,-1.903376097002046308e+01,9.852134111365412394e+00
1.283305458103684101e-36,-2.041411639580136939e+00,2.000000000000000000e+01
2.017290749297179955e-37,-4.069499539998679971e+00,2.000000000000000000e+01
-1.432788345064225306e-36,-6.073560620373406493e+00,2.000000000000000000e+01
-2.448684586725052364e-36,-8.049006361452454072e+00,2.000000000000000000e+01
-2.798611146941605020e-36,-1.000201453638458382e+01,2.000000000000000000e+01
-2.328517090669716540e-36,-1.195577611293818343e+01,2.000000000000000000e+01
-9.111437354576111426e-37,-1.393475266505589083e+01,2.000000000000000000e+01
5.629045908246745113e-37,-1.593316667278163123e+01,2.000000000000000000e+01
1.423702020982443208e-36,-1.796169563797066004e+01,2.000000000000000000e+01
1.771203460371147950e-36,-2.000000000000000000e+01,1.798956260831247889e+01
3.378627351810840274e-36,-2.000000000000000000e+01,1.597430482474966951e+01
4.402889112892190961e-36,-2.000000000000000000e+01,1.396499646437987785e+01
7.162794834312945359e-36,-2.000000000000000000e+01,1.197523171478312065e+01
7.647930181661376295e-36,-2.000000000000000000e+01,9.997046682757549263e+00
7.904560467544259326e-36,-2.000000000000000000e+01,8.022997600248054084e+00
5.113211593584194947e-36,-2.000000000000000000e+01,6.034431739890842472e+00
4.045815462929440671e-36,-2.000000000000000000e+01,4.024525608929757858e+00
1.854208012740825984e-36,-2.000000000000000000e+01,2.013248971077305605e+00
1.455774781048758245e-36,-1.795899001683402219e+01,6.154960137561790910e-35
2.430640007022239229e-37,-1.593024099389896620e+01,5.899323731574964402e-35
-9.638798202598801500e-37,-1.392854053092426447e+01,5.832716544143371279e-35
-2.231554908819159669e-36,-1.195390141059269418e+01,5.986956053545051141e-35
-2.800589538825766638e-36,-1.000230468078456525e+01,6.100251416376975553e-35
-2.305561008283116712e-36,-8.046208627035570160e+00,5.589747971249525931e-35
-9.813917283845224924e-37,-6.070857119705461713e+00,6.422383538329785186e-35
3.922273905829652258e-37,-4.066841511803843900e+00,6.373718035606212626e-35
1.489759943186606802e-36,-2.038046977538963134e+00,6.451862288086077425e-35
1.733314572534415608e-36,-8.901143753949098335e-35,2.011741887077524993e+00
2.822289433986066716e-36,-1.035409008160871983e-34,4.026876162508513879e+00
5.461698402440088191e-36,-7.746819534907251482e-35,6.035933781719177382e+00
