fx,fy,fz
-2.773846260692459691e+04,1.624308733300978247e+00,1.727882313682016502e-02
1.507220095569778096e+00,4.320009132216619764e+04,-2.224162641734096724e+00
-5.894700636374352598e-01,4.286003644492524245e+00,-2.774083326810327344e+04
2.773846276718924855e+04,3.549914530715227556e+00,-1.218751680404750459e-01
-1.817289341506864275e+00,-4.320009203728652938e+04,6.277645425562070614e-01
1.118448052204428222e+00,1.018555339490973211e+00,2.774083347800496995e+04
