fx,fy,fz
-9.096409594108543388e+03,2.168515781183657509e-01,-1.140263898575824442e+00
-1.285718196816532100e-02,2.403044110379875565e+04,-9.271386668299612666e-01
-1.638028377394810775e+00,2.747264911748459326e-01,2.404085043790873897e+04
9.096412438660210682e+03,1.527605197121090441e+00,-5.269508676021530391e-01
-1.359831287402450073e+00,-2.403044297519674365e+04,4.883603663952555962e-01
-1.997135656309019680e+00,1.043846320717449316e+00,-2.404084948932450061e+04
