x,y,z
1.400000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02
1.200000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02
1.000000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02
8.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+02
6.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+02
4.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+02
2.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+02
1.800000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02
1.600000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02
1.400000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02
1.200000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02
1.000000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02
8.000000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+02
6.000000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+02
4.000000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+02
2.000000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+02
1.800000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
1.600000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
1.400000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
1.200000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
8.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02
6.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02
4.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02
2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02
1.800000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.600000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.400000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.200000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.000000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
8.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01
6.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01
4.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01
2.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01
1.800000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01
1.600000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01
1.400000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01
1.200000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01
1.000000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01
8.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01
6.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01
4.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01
2.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01
1.800000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
1.600000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
1.400000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
1.200000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
1.000000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
8.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01
6.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01
4.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01
2.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01
1.800000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
1.600000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
1.400000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
1.200000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
8.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
6.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
4.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
2.000000000000000000e+01,1.800000000000000000e+02,2.000000000000000000e+02
2.000000000000000000e+01,1.600000000000000000e+02,2.000000000000000000e+02
2.000000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+02
2.000000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+02
2.000000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+02
2.000000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+02
2.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+02
2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+02
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+02
4.000000000000000000e+01,1.800000000000000000e+02,2.000000000000000000e+02
4.000000000000000000e+01,1.600000000000000000e+02,2.000000000000000000e+02
4.000000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+02
4.000000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+02
4.000000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+02
4.000000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+02
4.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+02
4.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+02
4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+02
6.000000000000000000e+01,1.800000000000000000e+02,2.000000000000000000e+02
6.000000000000000000e+01,1.600000000000000000e+02,2.000000000000000000e+02
6.000000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+02
6.000000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+02
6.000000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+02
6.000000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+02
6.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+02
6.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+02
6.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+02
8.000000000000000000e+01,1.800000000000000000e+02,2.000000000000000000e+02
8.000000000000000000e+01,1.600000000000000000e+02,2.000000000000000000e+02
8.000000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+02
8.000000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+02
8.000000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+02
8.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+02
8.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+02
8.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+02
1.000000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+02
1.000000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+02
1.000000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+02
1.000000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+02
1.000000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+02
1.000000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+02
1.000000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+02
1.000000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
1.000000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02
1.200000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+02
1.200000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+02
1.200000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+02
1.200000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+02
1.200000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+02
1.200000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+02
1.200000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+02
1.200000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
1.200000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02
1.400000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+02
1.400000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+02
1.400000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+02
1.400000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+02
1.400000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+02
1.400000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+02
1.400000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+02
1.400000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
1.400000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02
1.600000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+02
1.600000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+02
1.600000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+02
1.600000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+02
1.600000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+02
1.600000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+02
1.600000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+02
1.600000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
1.600000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02
1.800000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+02
1.800000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+02
1.800000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+02
1.800000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+02
1.800000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+02
1.800000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+02
1.800000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+02
1.800000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
1.800000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,1.800000000000000000e+02
2.000000000000000000e+02,1.600000000000000000e+02,1.800000000000000000e+02
2.000000000000000000e+02,1.400000000000000000e+02,1.800000000000000000e+02
2.000000000000000000e+02,1.200000000000000000e+02,1.800000000000000000e+02
2.000000000000000000e+02,1.000000000000000000e+02,1.800000000000000000e+02
2.000000000000000000e+02,8.000000000000000000e+01,1.800000000000000000e+02
2.000000000000000000e+02,6.000000000000000000e+01,1.800000000000000000e+02
2.000000000000000000e+02,4.000000000000000000e+01,1.800000000000000000e+02
2.000000000000000000e+02,2.000000000000000000e+01,1.800000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,1.600000000000000000e+02
2.000000000000000000e+02,1.600000000000000000e+02,1.600000000000000000e+02
2.000000000000000000e+02,1.400000000000000000e+02,1.600000000000000000e+02
2.000000000000000000e+02,1.200000000000000000e+02,1.600000000000000000e+02
2.000000000000000000e+02,1.000000000000000000e+02,1.600000000000000000e+02
2.000000000000000000e+02,8.000000000000000000e+01,1.600000000000000000e+02
2.000000000000000000e+02,6.000000000000000000e+01,1.600000000000000000e+02
2.000000000000000000e+02,4.000000000000000000e+01,1.600000000000000000e+02
2.000000000000000000e+02,2.000000000000000000e+01,1.600000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,1.400000000000000000e+02
2.000000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+02
2.000000000000000000e+02,1.400000000000000000e+02,1.400000000000000000e+02
2.000000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+02
2.000000000000000000e+02,1.000000000000000000e+02,1.400000000000000000e+02
2.000000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+02
2.000000000000000000e+02,6.000000000000000000e+01,1.400000000000000000e+02
2.000000000000000000e+02,4.000000000000000000e+01,1.400000000000000000e+02
2.000000000000000000e+02,2.000000000000000000e+01,1.400000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,1.200000000000000000e+02
2.000000000000000000e+02,1.600000000000000000e+02,1.200000000000000000e+02
2.000000000000000000e+02,1.400000000000000000e+02,1.200000000000000000e+02
2.000000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02
2.000000000000000000e+02,1.000000000000000000e+02,1.200000000000000000e+02
2.000000000000000000e+02,8.000000000000000000e+01,1.200000000000000000e+02
2.000000000000000000e+02,6.000000000000000000e+01,1.200000000000000000e+02
2.000000000000000000e+02,4.000000000000000000e+01,1.200000000000000000e+02
2.000000000000000000e+02,2.000000000000000000e+01,1.200000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+02,1.600000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+02,1.400000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+02,1.200000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
2.000000000000000000e+02,8.000000000000000000e+01,1.000000000000000000e+02
2.000000000000000000e+02,6.000000000000000000e+01,1.000000000000000000e+02
2.000000000000000000e+02,4.000000000000000000e+01,1.000000000000000000e+02
2.000000000000000000e+02,2.000000000000000000e+01,1.000000000000000000e+02
2.000000000000000000e+02,1.800000000000000000e+02,8.000000000000000000e+01
2.000000000000000000e+02,1.600000000000000000e+02,8.000000000000000000e+01
2.000000000000000000e+02,1.400000000000000000e+02,8.000000000000000000e+01
2.000000000000000000e+02,1.200000000000000000e+02,8.000000000000000000e+01
2.000000000000000000e+02,1.000000000000000000e+02,8.000000000000000000e+01
2.000000000000000000e+02,8.000000000000000000e+01,8.000000000000000000e+01
2.000000000000000000e+02,6.000000000000000000e+01,8.000000000000000000e+01
2.000000000000000000e+02,4.000000000000000000e+01,8.000000000000000000e+01
2.000000000000000000e+02,2.000000000000000000e+01,8.000000000000000000e+01
2.000000000000000000e+02,1.800000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,1.600000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,1.400000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,1.200000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,1.000000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,8.000000000000000000e+01,6.000000000000000000e+01
2.000000000000000000e+02,6.000000000000000000e+01,6.000000000000000000e+01
2.000000000000000000e+02,4.000000000000000000e+01,6.000000000000000000e+01
2.000000000000000000e+02,2.000000000000000000e+01,6.000000000000000000e+01
2.000000000000000000e+02,1.800000000000000000e+02,4.000000000000000000e+01
2.000000000000000000e+02,1.600000000000000000e+02,4.000000000000000000e+01
2.000000000000000000e+02,1.400000000000000000e+02,4.000000000000000000e+01
2.000000000000000000e+02,1.200000000000000000e+02,4.000000000000000000e+01
2.000000000000000000e+02,1.000000000000000000e+02,4.000000000000000000e+01
2.000000000000000000e+02,8.000000000000000000e+01,4.000000000000000000e+01
2.000000000000000000e+02,6.000000000000000000e+01,4.000000000000000000e+01
2.000000000000000000e+02,4.000000000000000000e+01,4.000000000000000000e+01
2.000000000000000000e+02,2.000000000000000000e+01,4.000000000000000000e+01
2.000000000000000000e+02,1.800000000000000000e+02,2.000000000000000000e+01
2.000000000000000000e+02,1.600000000000000000e+02,2.000000000000000000e+01
2.000000000000000000e+02,1.400000000000000000e+02,2.000000000000000000e+01
2.000000000000000000e+02,1.200000000000000000e+02,2.000000000000000000e+01
2.000000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+01
2.000000000000000000e+02,8.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+02,6.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+01
2.000000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+01
6.242100906372070312e+01,1.001810684204101562e+02,1.329816131591796875e+02
5.010299682617187500e+01,9.768598175048828125e+01,1.022213058471679688e+02
5.051242828369140625e+01,1.030543289184570312e+02,9.354622650146484375e+01
6.046931838989257812e+01,1.026554183959960938e+02,6.949960327148437500e+01
8.455604553222656250e+01,1.005309143066406250e+02,5.244789886474609375e+01
1.416484069824218750e+02,7.394678497314453125e+01,1.093080978393554688e+02
1.415888824462890625e+02,1.261861419677734375e+02,9.079939270019531250e+01
1.053587341308593750e+02,5.454654312133789062e+01,7.986875152587890625e+01
1.006102523803710938e+02,7.080284881591796875e+01,5.941485595703125000e+01
9.399249267578125000e+01,6.247488784790039062e+01,6.750729370117187500e+01
9.820487213134765625e+01,5.057921981811523438e+01,9.262680816650390625e+01
9.145892333984375000e+01,5.208150482177734375e+01,1.114397430419921875e+02
9.022579956054687500e+01,6.335577011108398438e+01,1.325832061767578125e+02
1.248052673339843750e+02,6.145346069335937500e+01,8.002844238281250000e+01
1.103627853393554688e+02,7.568075561523437500e+01,5.755960845947265625e+01
9.806979370117187500e+01,8.431538391113281250e+01,5.256301879882812500e+01
1.107291336059570312e+02,6.486927032470703125e+01,6.607777404785156250e+01
1.252909164428710938e+02,7.670397949218750000e+01,6.370034790039062500e+01
1.391317596435546875e+02,7.555537414550781250e+01,8.073432159423828125e+01
1.146124343872070312e+02,8.736994934082031250e+01,5.388103866577148438e+01
1.461293792724609375e+02,9.356459045410156250e+01,8.181578063964843750e+01
1.265415725708007812e+02,9.581690979003906250e+01,5.783310699462890625e+01
1.371058502197265625e+02,8.859503173828125000e+01,6.848679351806640625e+01
1.377483520507812500e+02,1.045652465820312500e+02,6.753124237060546875e+01
1.445801391601562500e+02,1.149265975952148438e+02,8.297624206542968750e+01
1.260310058593750000e+02,1.111226806640625000e+02,5.878504180908203125e+01
1.343928680419921875e+02,1.315563354492187500e+02,8.207437133789062500e+01
1.190713119506835938e+02,1.225017929077148438e+02,5.962730407714843750e+01
1.322485961914062500e+02,1.212961044311523438e+02,6.827454376220703125e+01
1.198166961669921875e+02,1.349095611572265625e+02,7.019024658203125000e+01
1.082524032592773438e+02,1.075131759643554688e+02,5.126140975952148438e+01
1.070089950561523438e+02,1.446258697509765625e+02,1.214337615966796875e+02
1.043561630249023438e+02,1.257501068115234375e+02,1.426374969482421875e+02
9.609658813476562500e+01,1.355276489257812500e+02,1.349649658203125000e+02
9.939002990722656250e+01,1.489656372070312500e+02,1.100992431640625000e+02
8.970774841308593750e+01,1.470338439941406250e+02,8.651345062255859375e+01
8.911875152587890625e+01,1.353067169189453125e+02,6.630973815917968750e+01
1.041142272949218750e+02,1.300601959228515625e+02,6.025760650634765625e+01
1.007232971191406250e+02,1.440449676513671875e+02,7.634587860107421875e+01
1.262756118774414062e+02,1.381099700927734375e+02,1.189003372192382812e+02
1.130277252197265625e+02,1.225041580200195312e+02,1.427064514160156250e+02
1.151222457885742188e+02,1.322810668945312500e+02,1.350606689453125000e+02
1.293975524902343750e+02,1.270456390380859375e+02,1.300718688964843750e+02
1.393566131591796875e+02,1.252559738159179688e+02,1.176972427368164062e+02
1.226146240234375000e+02,1.196472854614257812e+02,1.400320281982421875e+02
1.460090789794921875e+02,1.074738922119140625e+02,1.180915985107421875e+02
1.268698348999023438e+02,1.069246749877929688e+02,1.415939941406250000e+02
1.075792617797851562e+02,1.094452209472656250e+02,1.485112609863281250e+02
1.356111907958984375e+02,1.147329025268554688e+02,1.318556823730468750e+02
1.372271728515625000e+02,9.747457122802734375e+01,1.332830200195312500e+02
1.446196594238281250e+02,8.564869689941406250e+01,1.174105148315429688e+02
1.226382598876953125e+02,9.178289031982421875e+01,1.438176727294921875e+02
1.343379211425781250e+02,6.857166290283203125e+01,1.182528533935546875e+02
1.174786376953125000e+02,7.645599365234375000e+01,1.404990997314453125e+02
1.315009307861328125e+02,7.929609680175781250e+01,1.328487396240234375e+02
1.193528213500976562e+02,6.464765167236328125e+01,1.295918884277343750e+02
1.052728576660156250e+02,8.472159576416015625e+01,1.473156127929687500e+02
7.299797058105468750e+01,9.350296783447265625e+01,1.415773925781250000e+02
5.435323715209960938e+01,8.742650604248046875e+01,1.160710983276367188e+02
5.200112915039062500e+01,8.599974060058593750e+01,1.003177490234375000e+02
5.249728012084960938e+01,9.162531280517578125e+01,8.683351898193359375e+01
7.080299377441406250e+01,9.603545379638671875e+01,5.960424041748046875e+01
7.217226409912109375e+01,1.108144683837890625e+02,5.989183807373046875e+01
5.398177719116210938e+01,1.139999313354492188e+02,8.634991455078125000e+01
5.090679931640625000e+01,1.094746017456054688e+02,1.002992401123046875e+02
5.376572036743164062e+01,1.101057891845703125e+02,1.161327133178710938e+02
7.661372375488281250e+01,1.089599380493164062e+02,1.432758789062500000e+02
1.010474090576171875e+02,5.525971603393554688e+01,1.222982025146484375e+02
1.041016616821289062e+02,6.797903442382812500e+01,1.381815948486328125e+02
6.511151885986328125e+01,1.195515518188476562e+02,6.999115753173828125e+01
5.792792892456054688e+01,1.259803237915039062e+02,9.258625793457031250e+01
5.504538345336914062e+01,1.217881927490234375e+02,1.020873413085937500e+02
6.642552947998046875e+01,1.181289749145507812e+02,1.323124694824218750e+02
7.404788208007812500e+01,1.210055160522460938e+02,6.278097534179687500e+01
6.565515136718750000e+01,1.320623626708984375e+02,8.289923858642578125e+01
6.389230346679687500e+01,1.345802154541015625e+02,9.933436584472656250e+01
6.495269775390625000e+01,1.312370300292968750e+02,1.172027511596679688e+02
7.680788421630859375e+01,1.205030822753906250e+02,1.392651214599609375e+02
7.581641387939453125e+01,1.298157043457031250e+02,6.796599578857421875e+01
7.879229736328125000e+01,1.448830566406250000e+02,9.402131652832031250e+01
7.451888275146484375e+01,1.423162536621093750e+02,1.077489776611328125e+02
7.834999847412109375e+01,1.303336486816406250e+02,1.333338775634765625e+02
8.984427642822265625e+01,1.091126022338867188e+02,1.481022033691406250e+02
8.578736114501953125e+01,1.208804168701171875e+02,5.684899520874023438e+01
8.231773376464843750e+01,1.411489410400390625e+02,7.777159881591796875e+01
8.698155212402343750e+01,1.478194580078125000e+02,1.066195983886718750e+02
8.567700195312500000e+01,1.433895263671875000e+02,1.203027191162109375e+02
8.932584381103515625e+01,1.211856765747070312e+02,1.440139617919921875e+02
8.940799713134765625e+01,7.285324859619140625e+01,5.936917877197265625e+01
8.271782684326171875e+01,5.587707519531250000e+01,8.404712677001953125e+01
8.473056030273437500e+01,5.247022628784179688e+01,1.027865295410156250e+02
8.247959899902343750e+01,5.737672805786132812e+01,1.193982543945312500e+02
8.983758544921875000e+01,7.572744750976562500e+01,1.425155029296875000e+02
7.675968170166015625e+01,6.905464935302734375e+01,6.834130859375000000e+01
7.014958953857421875e+01,5.989162063598632812e+01,1.005204696655273438e+02
7.485021209716796875e+01,5.795672607421875000e+01,1.099925689697265625e+02
7.734626007080078125e+01,6.965966033935546875e+01,1.326538085937500000e+02
7.937819671630859375e+01,8.343653106689453125e+01,5.756896591186523438e+01
6.163266754150390625e+01,7.050379943847656250e+01,8.743330383300781250e+01
6.217155075073242188e+01,6.735169219970703125e+01,1.017596969604492188e+02
6.551392364501953125e+01,6.733086395263671875e+01,1.156025009155273438e+02
7.790879058837890625e+01,8.240664672851562500e+01,1.412607879638671875e+02
6.401647186279296875e+01,8.428211212158203125e+01,6.904626464843750000e+01
5.437314987182617188e+01,8.038619232177734375e+01,9.421303558349609375e+01
5.651372146606445312e+01,7.546904754638671875e+01,1.026787872314453125e+02
6.613487243652343750e+01,8.221608734130859375e+01,1.322007141113281250e+02
8.768692779541015625e+01,9.443630981445312500e+01,1.481397247314453125e+02
1.198191452026367188e+02,5.589538192749023438e+01,1.127273025512695312e+02
1.198899993896484375e+02,1.439999389648437500e+02,8.702333831787109375e+01
1.647817230224609375e+02,9.019473266601562500e+01,1.064380035400390625e+02
1.634285888671875000e+02,7.786522674560546875e+01,1.253935928344726562e+02
1.561194763183593750e+02,9.480976867675781250e+01,1.202690658569335938e+02
1.663088684082031250e+02,1.065235443115234375e+02,1.065235443115234375e+02
1.702750396728515625e+02,1.027868347167968750e+02,1.228770904541015625e+02
1.582140960693359375e+02,1.053221130371093750e+02,1.323443298339843750e+02
1.517298126220703125e+02,9.176329040527343750e+01,1.407989807128906250e+02
1.412489166259765625e+02,1.607394104003906250e+02,1.369394226074218750e+02
1.228013305664062500e+02,1.567289733886718750e+02,1.562691955566406250e+02
1.370240631103515625e+02,1.795228118896484375e+02,1.515996398925781250e+02
1.197629928588867188e+02,1.642304534912109375e+02,1.397304992675781250e+02
1.222014389038085938e+02,1.729367370605468750e+02,1.560305175781250000e+02
1.019671630859375000e+02,1.805609130859375000e+02,1.532322692871093750e+02
1.186707153320312500e+02,1.815451812744140625e+02,1.386539459228515625e+02
1.058756332397460938e+02,1.659824981689453125e+02,1.622706604003906250e+02
1.072929229736328125e+02,1.689047546386718750e+02,1.786346282958984375e+02
1.263406143188476562e+02,1.728769531250000000e+02,1.858268585205078125e+02
1.373776245117187500e+02,1.640763549804687500e+02,1.644228210449218750e+02
1.333333282470703125e+02,1.866666717529296875e+02,1.733333435058593750e+02
1.128524932861328125e+02,1.861558380126953125e+02,1.743720550537109375e+02
4.784813308715820312e+01,1.614730072021484375e+02,1.378548431396484375e+02
4.961826705932617188e+01,1.839271087646484375e+02,1.310136413574218750e+02
3.326633071899414062e+01,1.700121154785156250e+02,1.318660583496093750e+02
5.194107818603515625e+01,1.831870727539062500e+02,1.530082092285156250e+02
4.744773483276367188e+01,1.202043762207031250e+02,1.645071983337402344e+01
4.695765304565429688e+01,1.062112579345703125e+02,1.473725223541259766e+01
2.128939056396484375e+01,1.110739746093750000e+02,3.070637321472167969e+01
2.750000190734863281e+01,1.049999923706054688e+02,1.403158664703369141e+01
3.556037139892578125e+01,1.419637756347656250e+02,1.464178466796875000e+02
5.009983444213867188e+01,1.439697723388671875e+02,1.664278564453125000e+02
5.902391052246093750e+01,1.521977539062500000e+02,1.426485443115234375e+02
6.154850006103515625e+01,1.692453002929687500e+02,1.489227752685546875e+02
5.064907455444335938e+01,1.666963653564453125e+02,1.667324829101562500e+02
3.263064956665039062e+01,1.666052246093750000e+02,1.530325012207031250e+02
5.592318725585937500e+01,1.440893707275390625e+02,1.256508712768554688e+02
6.493398284912109375e+01,1.662910766601562500e+02,1.253303222656250000e+02
1.855306549072265625e+02,2.237257194519042969e+01,5.111469268798828125e+01
1.866666717529296875e+02,1.333333396911621094e+01,2.666666030883789062e+01
3.574989700317382812e+01,1.502028808593750000e+02,1.299295043945312500e+02
1.467827758789062500e+02,3.815064620971679688e+01,4.780311965942382812e+01
1.532237243652343750e+02,1.442502975463867188e+01,4.585136413574218750e+01
1.625433502197265625e+02,3.163619995117187500e+01,4.621995162963867188e+01
1.530276184082031250e+02,1.516146659851074219e+01,6.595477294921875000e+01
1.304965820312500000e+02,5.620757675170898438e+01,4.106112670898437500e+01
1.265554199218750000e+02,3.540501403808593750e+01,3.119270324707031250e+01
1.265259780883789062e+02,3.813642120361328125e+01,5.265334320068359375e+01
1.361208953857421875e+02,2.091530609130859375e+01,4.678968048095703125e+01
1.470671386718750000e+02,4.063513946533203125e+01,6.559371185302734375e+01
1.464228668212890625e+02,3.482520294189453125e+01,2.965519332885742188e+01
1.555508117675781250e+02,9.872114562988281250e+01,4.885390853881835938e+01
1.473144836425781250e+02,1.154591751098632812e+02,3.610054397583007812e+01
1.673930969238281250e+02,1.189962539672851562e+02,3.421519851684570312e+01
1.689517517089843750e+02,9.707070922851562500e+01,3.288809204101562500e+01
1.438593750000000000e+02,9.447837066650390625e+01,3.175969505310058594e+01
1.431266479492187500e+02,1.084551315307617188e+02,5.182115554809570312e+01
1.680848541259765625e+02,9.247330474853515625e+01,5.028486251831054688e+01
