sxx,syy,szz,sxy,sxz,syz,smises
-7.217095925520666810e-03,-4.132910237941368470e-01,-3.141462363835697547e-01,-4.990485680652659989e-02,3.232418156908627854e-02,-1.617477124354030696e-02,3.819116652011871338e-01
-2.316008418260778745e-02,-3.262603264372535561e-01,-4.051234117619701980e-01,5.402083852658671331e-03,-5.166946449664186480e-02,1.110505900109560497e-02,3.611914813518524170e-01
1.532692197261481537e-02,-3.511837818540631817e-01,-3.640224521933381752e-01,-4.419584542344319467e-03,2.168172340709964216e-02,1.886195724704661531e-03,3.750733137130737305e-01
3.819026787294976799e-02,-4.706076705575716335e-01,-3.692160537654178842e-01,-2.601894232009694871e-02,-2.816687207798092979e-03,7.949392662083150374e-02,4.884468913078308105e-01
4.247168864627709484e-02,-3.967970858413655821e-01,-3.114313089299450832e-01,6.539037277092029157e-03,4.918627183916182005e-02,-3.962597487045929623e-02,4.181419014930725098e-01
8.249270634646593825e-02,-5.339416818716007374e-01,-2.916032836540408679e-01,-3.350910074836263575e-02,3.594736787314502940e-02,-1.003224040816434182e-01,5.716401934623718262e-01
1.961970144802599458e-01,-3.535006395245848254e-01,-3.869871812731293659e-01,1.972163777117990485e-02,1.401501887270525937e-02,4.197919092972052235e-02,5.733578205108642578e-01
1.748930666104099863e-01,-3.371278834215372666e-01,-3.756265709259071217e-01,1.321182742296530058e-02,5.200379164998544974e-03,5.797852568142660562e-02,5.422629117965698242e-01
1.781483435880568122e-01,-3.280923007313074624e-01,-3.891329919357876532e-01,4.771424642897088668e-03,4.194051949027012213e-03,2.380494194375781108e-02,5.410434007644653320e-01
1.766202476171354063e-01,-3.441689370725325992e-01,-3.531610034564486300e-01,1.663683379225998696e-03,8.717317856072246546e-03,4.258303328753932498e-02,5.307178497314453125e-01
1.700410589478905665e-01,-3.421923053867605424e-01,-3.565918123980670873e-01,-4.664010603818062074e-03,7.196352482185981725e-04,3.838144515356797792e-02,5.238821506500244141e-01
1.767705795335611230e-01,-3.598883181233841766e-01,-3.544121959158971213e-01,1.031766242261017083e-02,2.899098246016648152e-03,2.001273136189642490e-02,5.353877544403076172e-01
1.648239835921181395e-01,-3.311957775986670849e-01,-3.620892572622601002e-01,4.131477571176303022e-04,4.216655830006659465e-03,1.743577701615412964e-02,5.131078362464904785e-01
1.773885592040756465e-01,-3.477633027731176218e-01,-3.883413196277233914e-01,-4.682128880610923402e-03,-1.053045496081453369e-02,1.544989377301398542e-02,5.475903749465942383e-01
1.910686738322061595e-01,-3.996096542575359178e-01,-3.700046480460652543e-01,-4.084583328309077978e-04,4.209849630057571103e-03,4.474099483026543721e-03,5.765448808670043945e-01
1.637577039067893980e-01,-3.546263021255668946e-01,-3.636679112268823566e-01,-1.653011546662590606e-02,-1.510347858796809786e-02,3.701328597849046220e-02,5.283036828041076660e-01
1.715895250664677962e-01,-3.344705746577196770e-01,-3.821035684145246969e-01,4.220152539974681631e-04,-1.826409905803271991e-02,3.052045371526738993e-02,5.350389480590820312e-01
1.600303889549371528e-01,-3.664135976214012436e-01,-3.661072333926630451e-01,-3.328939436932058793e-02,-2.612735023074094429e-02,2.456885208735464995e-02,5.330716967582702637e-01
1.732140053306879812e-01,-3.470247844933557202e-01,-3.849045937522775906e-01,-5.751776512893719794e-03,-8.954995247460571448e-03,1.380987161570775348e-02,5.410192012786865234e-01
1.965357106652704799e-01,-3.420724733083693181e-01,-4.047373758831407931e-01,1.670911696952337086e-02,1.353849804971835394e-02,4.473440474886106882e-02,5.789373517036437988e-01
1.878869420743410346e-01,-3.793277838264433877e-01,-3.793335962593035182e-01,-1.298771386366515384e-03,9.324667302995533202e-04,-8.010952115507655527e-04,5.672261118888854980e-01
1.709869517661677940e-01,-3.590246840083747282e-01,-3.797293700253248083e-01,-1.584230608530167589e-02,-1.379067015802304050e-02,2.275300320264072446e-02,5.433151125907897949e-01
1.438039649921659113e-01,-3.564995659778633086e-01,-3.775102564506104263e-01,-3.211135513242188710e-02,2.594524531285755109e-02,4.569603017614663060e-02,5.221437215805053711e-01
1.787632757952051787e-01,-3.552088996960053313e-01,-3.863409104271929295e-01,-7.671502628066196455e-03,-1.137601640342562892e-02,1.014888426901708503e-02,5.509926676750183105e-01
1.833037720094209955e-01,-3.647987444794503764e-01,-3.600716198529901879e-01,-1.418950951603925592e-02,-1.534512915356711638e-02,5.179703677151090840e-02,5.542625784873962402e-01
1.720992355915750838e-01,-3.445477799445608724e-01,-3.864215446440303903e-01,-4.905797372995982994e-03,2.550053561213880098e-03,2.088709840927200148e-02,5.401037335395812988e-01
1.744293373812250136e-01,-3.593585256574964304e-01,-3.681776966361154368e-01,-7.522273760907196086e-03,-4.054891545507761062e-03,1.608574962139086573e-02,5.391754508018493652e-01
1.777200173857669263e-01,-3.487920929326868702e-01,-3.600302651018242317e-01,-1.578465409911667186e-02,-1.477775228899220680e-02,3.688415191836628970e-02,5.373474359512329102e-01
1.886897253454800083e-01,-3.397258287599337345e-01,-3.930647937240260292e-01,-2.028710196288447190e-02,-1.137334959785241996e-02,2.967785079960253217e-02,5.608192682266235352e-01
1.779236321113645825e-01,-3.938382605676787884e-01,-3.559504805439360764e-01,4.102116932825247003e-03,1.612272747429506145e-02,6.426966168724312402e-03,5.546517968177795410e-01
1.413854354267960467e-01,-4.148863284615241787e-01,-3.081311698520917131e-01,7.437638332233783775e-03,-2.643292093423003485e-03,-1.228431296550815642e-02,5.119469761848449707e-01
1.447226285918373212e-01,-3.858252854992192393e-01,-3.672233565163591229e-01,8.821592310295973439e-05,-1.006310368111783260e-02,-5.876407401025520241e-03,5.218862891197204590e-01
1.374840666149939605e-01,-3.705625447411430851e-01,-3.683079999420423301e-01,-4.396627903463251434e-03,2.080335124211043791e-03,2.489834699386710669e-03,5.070114135742187500e-01
1.249660393310536022e-01,-3.669655692390895174e-01,-3.715648485517553667e-01,2.046332003687746821e-03,2.334684818055769717e-02,3.015111679551345757e-03,4.959389567375183105e-01
1.341043558263703694e-01,-3.827771266202870670e-01,-3.682600129882336870e-01,-7.788909953412805412e-03,3.157081518334457076e-02,-5.217772421735602899e-03,5.129594802856445312e-01
