fx,fy,fz
-8.976058495829389358e+03,-8.025845560766509124e-01,-8.782375917184737091e-02
-5.823557091072402159e-01,-2.901206390818842920e+03,-3.123911822446778785e-02
-3.759561178986245977e-01,-1.341934836470226600e-01,-2.902618324021796070e+03
8.976058495852115811e+03,3.431736474686246652e-01,-1.215945320953384368e-01
-7.007794397123561225e-01,2.901206390819041189e+03,1.137201875284752361e-01
-3.385921053782610102e-01,5.645374266673996999e-02,2.902618324059957558e+03
