ux,uy,uz
-3.371114329745137282e-36,-7.336481033342178069e-35,2.000000000000000000e+01
-2.420371093364107804e-36,-2.000000000000000000e+01,2.000000000000000000e+01
-2.765354249217904714e-36,-2.000000000000000000e+01,1.041381694374231145e-34
-3.291555432406416765e-36,-1.063333633090649540e-34,2.620162186118698134e-35
0.000000000000000000e+00,-2.000000000000000000e+01,2.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,2.065314174162565677e-35
0.000000000000000000e+00,-7.348962936232190032e-35,9.571983644352907115e-35
0.000000000000000000e+00,-1.100585051432118714e-34,2.000000000000000000e+01
-7.167725020066129105e-03,-1.112556711230093587e+00,1.001018435997540834e+01
3.334316245062751705e-04,-1.887837079403162477e+01,9.864865217058634173e+00
-6.403124396861926814e-36,-2.019799905202382284e+00,2.000000000000000000e+01
-8.570364441756829620e-36,-4.034471737355518783e+00,2.000000000000000000e+01
-1.276428466767369396e-35,-6.038166348981171438e+00,2.000000000000000000e+01
-1.275683848098486592e-35,-8.027823504673262889e+00,2.000000000000000000e+01
-1.398858982353354853e-35,-1.000438371473258492e+01,2.000000000000000000e+01
-1.354923051243727504e-35,-1.198033298976338834e+01,2.000000000000000000e+01
-1.049795712085976377e-35,-1.397025426069161824e+01,2.000000000000000000e+01
-8.807888846978956635e-36,-1.596850408346354300e+01,2.000000000000000000e+01
-5.480688278986524327e-36,-1.798165470403448651e+01,2.000000000000000000e+01
-5.636136684162920937e-36,-2.000000000000000000e+01,1.800138017489299713e+01
-3.139333387436960442e-36,-2.000000000000000000e+01,1.599934790309111499e+01
1.108017665095876469e-36,-2.000000000000000000e+01,1.399596062286151898e+01
5.561409123683700323e-36,-2.000000000000000000e+01,1.199699871602695112e+01
7.429451041074452604e-36,-2.000000000000000000e+01,9.999684215627338446e+00
6.820402622310928769e-36,-2.000000000000000000e+01,8.003980335365167065e+00
2.122021221191765580e-36,-2.000000000000000000e+01,6.003977582989201700e+00
-2.222835703261485419e-36,-2.000000000000000000e+01,3.998818767884843695e+00
-4.614452566716810615e-36,-2.000000000000000000e+01,1.997546524573363902e+00
-6.000221123820153696e-36,-1.798011689299245930e+01,1.380746368816031471e-34
-8.453042507919344408e-36,-1.596593662645063461e+01,1.333849969598387090e-34
-1.055506302801560690e-35,-1.396432585708832619e+01,1.329815412006974081e-34
-1.282522590131851770e-35,-1.197620598639034384e+01,1.375290556448151000e-34
-1.409107355671683479e-35,-1.000076122291053871e+01,1.401691850895221030e-34
-1.352012808759333443e-35,-8.022419958650985450e+00,1.281865445293542747e-34
-1.051084942445553552e-35,-6.034026847332968124e+00,1.457494485976787609e-34
-7.177370084251691327e-36,-4.031642411435196749e+00,1.437679008843997412e-34
-7.109500385296336706e-36,-2.017899779367211988e+00,1.445987258732287967e-34
-5.745461014147604362e-36,-1.865422893108122932e-34,1.999110598083458035e+00
-2.759206148915629393e-36,-2.184091696158848664e-34,4.001368082984127383e+00
9.438266488830556182e-37,-1.654646533360838623e-34,6.004694216579085086e+00
4.817148365304220011e-36,-2.126328161974706229e-34,8.005771280330314710e+00
7.096797665725428601e-36,-1.628427628031915982e-34,1.000019912497936048e+01
5.908757634016333713e-36,-1.637609379166325492e-34,1.199685397060150649e+01
2.119193692921456422e-36,-1.669752763089736878e-34,1.399795547972713727e+01
-2.134772090612939002e-36,-1.694346144816458888e-34,1.600378489613533617e+01
-5.113859289834242442e-36,-1.812057591051730365e-34,1.800414224250992490e+01
9.301889270017849043e-03,-2.000000000000000000e+01,2.000000000000000000e+01
1.670022029608553282e-02,-2.000000000000000000e+01,2.000000000000000000e+01
1.888183489182360120e-02,-2.000000000000000000e+01,2.000000000000000000e+01
1.204001890040551359e-02,-2.000000000000000000e+01,2.000000000000000000e+01
-2.495781233664118304e-03,-2.000000000000000000e+01,2.000000000000000000e+01
-1.544413385156317986e-02,-2.000000000000000000e+01,2.000000000000000000e+01
-2.203461765208913903e-02,-2.000000000000000000e+01,2.000000000000000000e+01
-1.861140688291129663e-02,-2.000000000000000000e+01,2.000000000000000000e+01
-1.082546190829347665e-02,-2.000000000000000000e+01,2.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.800428498141133105e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.600232559124660980e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.400037515141351996e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.199782669494461551e+01
